ID,Name,CAS Number,Standard_Smiles,Type,Total weight /kg,Piece weight /mg,Content(%),Part,Family,Specie,Reference,DOI,ContentID,Scaffold_Smiles
TPCN02205,Napelline,'5008-52-6',C=C1C2CC3(C1O)C1CC4C5(C)CCC(O)C4(C1N(CC)C5)C3CC2O,Diterpenoids,0.2,15.1,0.00755,Roots,Ranunculaceae,Aconitum pendulum,"Nat Prod Bioprospect 9, 419-423 (2019).",10.1007/s13659-019-00227-y,DP00034,C=C1CC23CC1CCC2C12CCCC4CNC1C3CC42
TPCN02206,Capsianoside E,'187218-23-1',C=CC(C)(CCC=C(C)CCC=C(C)CCC=C(C)COC1OC(COC2OC(C)C(O)C(O)C2O)C(OC2OC(C)C(O)C(O)C2OC(=O)C(C)=CCCC(C)=CCCC(C)=CCCC(C)(C=C)OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C1O)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,Diterpenoids,0.8,60.2,0.007525,Fruits,Solanaceae,Capsicum annuum,"Chem Pharm Bull (Tokyo) 55, 1151-1156 (2007).",10.1248/cpb.55.1151,DP00035,O=C(C=CCCC=CCCC=CCCCOC1OCCCC1OC1CCCCO1)OC1CCCOC1OC1CCC(OCC=CCCC=CCCC=CCCCOC2OCCCC2OC2CCCCO2)OC1COC1CCCCO1
TPCN02207,"(4bS,8aS,10R)-2-[2-(Acetyloxy)-1-methylethyl]-4b,5,6,7,8,8a,9,10-octahydro-3,10-dihydroxy-4b,8,8-trimethyl-1,4-phenanthrenedione",'161840-08-0',CC(=O)OCC(C)C1=C(O)C(=O)C2=C(C1=O)C(O)CC1C(C)(C)CCCC21C,Diterpenoids,1.37,100.0,0.007299,Aerial parts,Lamiaceae,Coleus hereroensis,"Phytochemistry 41, 571-573 (1996).",10.1016/0031-9422(95)00646-x,DP00036,O=C1C=CC(=O)C2=C1CCC1CCCCC21
TPCN02208,Rebaudioside R,'1931083-53-2',C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OCC(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,Diterpenoids,1.5,108.0,0.0072,Leaves,Asteraceae,Stevia rebaudiana,"J Nat Prod 79, 2148 (2016).",10.1021/acs.jnatprod.6b00048,DP00037,C=C1CC23CCC4C(C(=O)OC5CCCCO5)CCCC4C2CCC1(OC1OCCC(OC2CCCCO2)C1OC1CCCCO1)C3
TPCN02209,Prostratin,'60857-08-1',CC(=O)OC12CC(C)C3(O)C(C=C(CO)CC4(O)C(=O)C(C)=CC43)C1C2(C)C,Diterpenoids,16.7,1200.0,0.007186,Roots,Euphorbiaceae,Euphorbia fischeriana,"Nat Prod Res, 1-9 (2019).",10.1080/14786419.2019.1607331,DP00038,O=C1C=CC2C1CC=CC1C3CC3CCC21
TPCN02210,"Butanoic acid, 2-(acetyloxy)-2-methyl-, (1R,2S,3R,4aR,5R,8S,8aR)-8-(acetyloxy)-8a-[(acetyloxy)methyl]-5-[(2S,3aS,5S,6aR)-hexahydro-5-methoxyfuro[2,3-b]furan-2-yl]-3,4,4a,5,8,8a-hexahydro-3-hydroxy-5,6-dimethylspiro[naphthalene-1(2H),2′-oxiran]-2-yl ester, (2R)-",'35470-80-5',CCC(C)(OC(C)=O)C(=O)OC1C(O)CC2C(C)(C3CC4CC(OC)OC4O3)C(C)=CC(OC(C)=O)C2(COC(C)=O)C12CO2,Diterpenoids,0.405,29.0,0.00716,Leaves,Verbenaceae,Clerodendron trichotomum,"J Nat Med 67, 404-409 (2013).",10.1007/s11418-012-0690-7,DP00040,C1=CC(C2CC3CCOC3O2)C2CCCC3(CO3)C2C1
TPCN02211,Helikaurolide C,'1809532-70-4',C=C1C(=O)OC2C3OC(C)(C=CC(=O)C3CCC3=CC45CCC6C(C)(C(=O)O)CCCC6(C)C4CCC3C5)CC(OC(=O)C(C)=CC)C12,Diterpenoids,0.0755,5.4,0.007152,Leaves,Asteraceae,Helianthus annuus,"Org Lett 17, 4730-4733 (2015).",10.1021/acs.orglett.5b02221,DP00041,C=C1C(=O)OC2C1CCC1C=CC(=O)C(CCC3=CC45CCC6CCCCC6C4CCC3C5)C2O1
TPCN02212,Capsianoside F,'121924-09-2',C=CC(C)(CCC=C(C)CCC=C(C)CCC=C(C)COC1OC(COC2OC(C)C(O)C(O)C2O)C(OC2OC(C)C(O)C(OC(=O)C(C)=CCCC(C)=CCCC(C)=CCCC(C)(C=C)OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C1O)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,Diterpenoids,0.8,56.2,0.007025,Fruits,Solanaceae,Capsicum annuum,"Chem Pharm Bull (Tokyo) 55, 1151-1156 (2007).",10.1248/cpb.55.1151,DP00042,O=C(C=CCCC=CCCC=CCCCOC1OCCCC1OC1CCCCO1)OC1CCOC(OC2CCC(OCC=CCCC=CCCC=CCCCOC3OCCCC3OC3CCCCO3)OC2COC2CCCCO2)C1
TPCN02213,Cryptotanshinone,'35825-57-1',CC1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,Diterpenoids,3.0,210.0,0.007,Roots,Lamiaceae,Salvia digitaloides,"J Agric Food Chem 58, 12157-12161 (2010).",10.1021/jf103366g,DP00043,O=C1C(=O)c2c(ccc3c2CCCC3)C2=C1CCO2
TPCN02214,Glaucocalyxin B,'80508-81-2',C=C1C(=O)C23C(O)CC4C(C)(C)C(=O)CCC4(C)C2CCC1C3OC(C)=O,Diterpenoids,10.0,700.0,0.007,Leaves,Lamiaceae,Isodon japonica,"Acta Crystallogr Sect E Struct Rep Online 65, o1898 (2009).",10.1107/S1600536809027159,DP00045,C=C1C(=O)C23CCC4CC(=O)CCC4C2CCC1C3
TPCN02215,7alpha-hydroxytrachyloban-19beta-oic acid,'88643-76-9',CC1(C(=O)O)CCCC2(C)C1CC(O)C13CC4C(CC21)C4(C)C3,Diterpenoids,5.0,350.0,0.007,Barks,Annonaceae,Xylopia aethiopica,"J Nat Prod 61, 264-266 (1998).",10.1021/np970172i,DP00046,C1CCC2C(C1)CCC13CC4C(CC21)C4C3
TPCN02216,"(1R,2S,3R,4aR,5R,8S,8aR)-8-(Acetyloxy)-8a-[(acetyloxy)methyl]-5-[(2S,3aS,5R,6aR)-hexahydro-5-methoxyfuro[2,3-b]furan-2-yl]-3,4,4a,5,8,8a-hexahydro-3-hydroxy-5,6-dimethylspiro[naphthalene-1(2H),2′-oxiran]-2-yl (2R)-2-(acetyloxy)-2-methylbutanoate",'1528765-27-6',CCC(C)(OC(C)=O)C(=O)OC1C(O)CC2C(C)(C3CC4CC(OC)OC4O3)C(C)=CC(OC(C)=O)C2(COC(C)=O)C12CO2,Diterpenoids,0.405,28.0,0.006914,Subterraneous stems,Ranunculaceae,Aconitum japonicum,"J Nat Med 67, 404-409 (2013).",10.1007/s11418-012-0690-7,DP00047,C1=CC(C2CC3CCOC3O2)C2CCCC3(CO3)C2C1
TPCN02217,"Kaur-16-en-15-one, 7,12,14,20-tetrahydroxy-, (7α,12α,14R)-",'675606-08-3',C=C1C(=O)C23C(O)CC4C(C)(C)CCCC4(CO)C2CC(O)C1C3O,Diterpenoids,3.0,206.0,0.006867,Aerial parts,Lamiaceae,Isodon excisus,"J Nat Prod 67, 373-376 (2004).",10.1021/np030357r,DP00048,C=C1C(=O)C23CCC4CCCCC4C2CCC1C3
TPCN02218,Borapetoside F,'151200-50-9',COC(=O)C1=CCCC2C3(C)CC(c4ccoc4)OC(=O)C3=CC(OC3OC(CO)C(O)C(O)C3O)C12C,Diterpenoids,1.5,100.0,0.006667,Stems,Menispermaceae,Tinospora crispa,"Phytochemistry 42, 153-158 (1996).",10.1016/0031-9422(95)00902-7,DP00049,O=C1OC(c2ccoc2)CC2C1=CC(OC1CCCCO1)C1C=CCCC21
TPCN02219,Vilmorrianine E,'2092015-89-7',C=C1CC23CC4C5C6(C)CC(O)CC57C(C2C(=O)C1CC37)N4C6,Diterpenoids,0.6035,40.0,0.006628,Whole plants,Ranunculaceae,Aconitum vilmorinianum,"J Asian Nat Prod Res 18, 315-327 (2016).",10.1080/10286020.2015.1084506,DP00051,C=C1CC23CC4C5C6CCCC57C(C2C(=O)C1CC37)N4C6
TPCN02220,Laxiflorins A,'165337-70-2',C=C1C2CCC3C(C2)(C(=O)OCC32C(=O)C=CC(C)(C)C2CO)C1O,Diterpenoids,10.0,650.0,0.0065,Leaves,Lamiaceae,Isodon eriocalyx,"Org Lett 14, 302-305 (2012).",10.1021/ol203061z,DP00052,C=C1CC23CC1CCC2C1(CCC=CC1=O)COC3=O
TPCN02221,,'864817-63-0',CC1=C(CCc2ccoc2)C2(C)CCCC(C)(C)C2=C(O)C1=O,Diterpenoids,85.0,5500.0,0.006471,Whole plants,Lamiaceae,Leonurus japonicus,"Molecules 20, 839-845 (2015).",10.3390/molecules20010839,DP00053,O=C1C=C2CCCCC2C(CCc2ccoc2)=C1
TPCN02222,Rebaudioside S,'1931085-11-8',C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5OC5OC(C)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C3,Diterpenoids,1.5,97.0,0.006467,Leaves,Asteraceae,Stevia rebaudiana,"J Nat Prod 79, 2148 (2016).",10.1021/acs.jnatprod.6b00048,DP00054,C=C1CC23CCC4C(C(=O)OC5OCCCC5OC5CCCCO5)CCCC4C2CCC1(OC1OCCCC1OC1CCCCO1)C3
TPCN02223,Vitexnegundin,'2585664-62-4',CC(=O)OC1CC(C)C2(CCC3(COC(=O)C3)O2)C2(C)CCCC(C)(C)C12,Diterpenoids,1.1,70.4,0.0064,Leaves,Verbenaceae,Vitex negundo,"Nat Prod Res, 1-6 (2019).",10.1080/14786419.2019.1672687,DP00055,O=C1CC2(CCC3(CCCC4CCCCC43)O2)CO1
TPCN02224,"1H-Naphtho[1,8a-c]furan-3,9(5H,10H)-dione, 7-[2-(2,5-dihydro-5-oxo-3-furanyl)ethyl]-6,6a,7,8-tetrahydro-7,8-dimethyl-, (6aR,7R,8S,10aS)-",'63640-90-4',CC1C(=O)CC23COC(=O)C2=CCCC3C1(C)CCC1=CC(=O)OC1,Diterpenoids,0.62,39.1,0.006306,Aerial parts,Asteraceae,Baccharis gaudichaudiana,"Chem Pharm Bull (Tokyo) 51, 197-199 (2003).",10.1248/cpb.51.197,DP00057,O=C1CC(CCC2=CC(=O)OC2)C2CCC=C3C(=O)OCC32C1
TPCN02225,"(1S,2S,3aR,5S,6E,10R,11S,13R,13aR)-1,3a,10,13-Tetrakis(acetyloxy)-11-(benzoyloxy)-2,3,3a,5,8,10,11,12,13,13a-decahydro-2,5,8,8-tetramethyl-12-methylene-1H-cyclopentacyclododecene-4,9-dione",'362681-79-6',C=C1C(OC(=O)c2ccccc2)C(OC(C)=O)C(=O)C(C)(C)C=CC(C)C(=O)C2(OC(C)=O)CC(C)C(OC(C)=O)C2C1OC(C)=O,Diterpenoids,6.0,373.0,0.006217,Whole plants,Euphorbiaceae,Euphorbia turczaninowii,"J Nat Prod 64, 1064-1068 (2001).",10.1021/np010015q,DP00058,C=C1CC2CCCC2C(=O)CC=CCC(=O)CC1OC(=O)c1ccccc1
TPCN02226,Neocaesalpins I,'864059-49-4',CC1C2=CC(=O)OC2=CC2C1CCC1C(C)(C(=O)O)CCCC21C,Diterpenoids,2.1,127.0,0.006048,Leaves,Fabaceae,Caesalpinia crista,"Chem Pharm Bull (Tokyo) 53, 717-720 (2005).",10.1248/cpb.53.717,DP00059,O=C1C=C2CC3CCC4CCCCC4C3C=C2O1
TPCN02227,Acobretine A,'156318-68-2',CCN1CC2(COC(=O)c3ccccc3N)CCC(OC)C34C5CC6C(OC)CC(OC(C)=O)(C(CC23)C14)C5C6OC,Diterpenoids,5.0,300.0,0.006,Whole plants,Ranunculaceae,Aconitum brevicalcaratum,"Nat Prod Res 33, 1741-1746 (2019).",10.1080/14786419.2018.1437435,DP00060,O=C(OCC12CCCC34C5CC6CCC(C5C6)C(CC13)C4NC2)c1ccccc1
TPCN02228,"16beta,17-dihydroxy-kauran-19-oic acid",'3301-61-9',CC1(C(=O)O)CCCC2(C)C3CCC4CC3(CCC12)CC4(O)CO,Diterpenoids,0.25,15.0,0.006,Leaves,Araliaceae,Cussonia bojeri,"Chem Pharm Bull (Tokyo) 50, 1122-1123 (2002).",10.1248/cpb.50.1122,DP00061,C1CCC2C(C1)CCC13CCC(CCC21)C3
TPCN02229,Trifoliolasine E,'863392-42-1',C=C1C2C(OC(=O)c3ccccc3)C3C4N(C)C5C(O)C3(C1O)C(C2OC(C)=O)C41C(OC(C)=O)C(OC(=O)c2ccccc2)CC(C)(C=O)C51,Diterpenoids,5.0,300.0,0.006,Whole plants,Ranunculaceae,Delphinium trifoliolatum,"J Nat Prod 68, 1076-1079 (2005).",10.1021/np0401922,DP00064,C=C1CC23CC4NC5C2C(OC(=O)c2ccccc2)C1CC3C51CC(OC(=O)c2ccccc2)CCC41
TPCN02230,Helikaurolide D,'1809532-71-5',C=C1C(=O)OC2C3OC(C)(C=CC(=O)C3CCC34OC3C35CCC6C(C)(C(=O)O)CCCC6(C)C3CCC4C5)CC(OC(=O)C(C)=CC)C12,Diterpenoids,0.0755,4.5,0.00596,Leaves,Asteraceae,Helianthus annuus,"Org Lett 17, 4730-4733 (2015).",10.1021/acs.orglett.5b02221,DP00065,C=C1C(=O)OC2C1CCC1C=CC(=O)C(CCC34OC3C35CCC6CCCCC6C3CCC4C5)C2O1
TPCN02231,Pierisjaponosides B,'449750-18-9',C=C1CC23CCC4C(C)(C(=O)OC5OC(COC6OCC(O)(CO)C6O)C(O)C(O)C5O)CCCC4(C)C2CC(O)C1C3,Diterpenoids,1.75,104.0,0.005943,Leaves,Araliaceae,Cussonia racemosa,"Chem Pharm Bull (Tokyo) 50, 268-271 (2002).",10.1248/cpb.50.268,DP00066,C=C1CC23CCC4C(C(=O)OC5CCCC(COC6CCCO6)O5)CCCC4C2CCC1C3
TPCN02232,Rebaudioside F,'438045-89-7',C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OCC(O)C(O)C1O)C3,Diterpenoids,0.3,17.7,0.0059,Leaves,Asteraceae,Stevia rebaudiana,"Phytochemistry 59, 367-370 (2002).",10.1016/s0031-9422(01)00416-2,DP00067,C=C1CC23CCC4C(C(=O)OC5CCCCO5)CCCC4C2CCC1(OC1OCCC(OC2CCCCO2)C1OC1CCCCO1)C3
TPCN02233,Capsianoside IX,'919121-12-3',C=CC(C)(CCC=C(C)CCC=C(C)CCC=C(C)COC1OC(COC2OC(C)C(O)C(O)C2O)C(OC2OC(C)C(O)C(O)C2O)C(O)C1O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(O)C1O,Diterpenoids,3.15,183.6,0.005829,Fruits,Solanaceae,Capsicum annuum,"Chem Pharm Bull (Tokyo) 54, 1365-1369 (2006).",10.1248/cpb.54.1365,DP00068,C(=CCCC=CCOC1CCC(OC2CCCCO2)C(COC2CCCCO2)O1)CCC=CCCCOC1OCC(OC2CCCCO2)CC1OC1CCCCO1
TPCN02234,Hemsleyatine,'618456-73-8',CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)CC(N)(C5C6O)C(C(OC)C23)C14,Diterpenoids,5.0,290.0,0.0058,Roots,Ranunculaceae,Aconitum hemsleyanum,"Chem Pharm Bull (Tokyo) 51, 592-594 (2003).",10.1248/cpb.51.592,DP00069,C1CC2CNC3C4CC2C3(C1)C1CC2CCC4C1C2
TPCN02235,Ajacine,'509-17-1',CCN1CC2(COC(=O)c3ccccc3NC(C)=O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,Diterpenoids,0.45,26.0,0.005778,Roots,Ranunculaceae,Delphinium umbrosum,"J Asian Nat Prod Res 12, 498-504 (2010).",10.1080/10286020.2010.489827,DP00070,O=C(OCC12CCCC34C5CC6CCC(C5C6)C(CC13)C4NC2)c1ccccc1
TPCN02236,Delsemine A,'66878-11-3',CCN1CC2(COC(=O)c3ccccc3NC(=O)C(C)CC(N)=O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,Diterpenoids,0.45,26.0,0.005778,Roots,Ranunculaceae,Delphinium umbrosum,"J Asian Nat Prod Res 12, 498-504 (2010).",10.1080/10286020.2010.489827,DP00072,O=C(OCC12CCCC34C5CC6CCC(C5C6)C(CC13)C4NC2)c1ccccc1
TPCN02237,Cryptoquinone,'440362-13-0',CC(C)C1=CC(=O)C2=C(C(=O)CC3C(C)(C)CCCC23C)C1=O,Diterpenoids,1.2,68.0,0.005667,Barks,Cupressaceae,Cryptomeria japonica,"Phytochemistry 61, 895-898 (2002).",10.1016/s0031-9422(02)00352-7,DP00073,O=C1C=CC(=O)C2=C1C(=O)CC1CCCCC21
TPCN02238,Tanshinone IIA,'568-72-9',Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,Diterpenoids,3.0,168.0,0.0056,Roots,Lamiaceae,Salvia digitaloides,"J Agric Food Chem 58, 12157-12161 (2010).",10.1021/jf103366g,DP00074,O=C1C(=O)c2c(ccc3c2CCCC3)-c2occc21
TPCN02239,"3-Pyridinecarboxylic acid, (2S,3S,3aR,4R,4aR,5R,8S,8aR,9R,10R,10aR,12S)-4,10a-bis(acetyloxy)-2,3,3a,4,5,8,8a,9,10,10a-decahydro-12-hydroxy-2,9-dimethyl-8-(1-methylethenyl)-5-(2-methyl-1-oxopropoxy)-1H-9,4a-(epoxymethano)benz[f]azulene-3,10-diyl ester",'213920-06-0',C=C(C)C1C=CC(OC(=O)C(C)C)C23C(O)OC(C)(C(OC(=O)c4cccnc4)C4(OC(C)=O)CC(C)C(OC(=O)c5cccnc5)C4C2OC(C)=O)C13,Diterpenoids,1.45,80.0,0.005517,Whole plants,Euphorbiaceae,Euphorbia seguieriana,"J Nat Prod 61, 1198-1201 (1998).",10.1021/np970559l,DP00076,O=C(OC1CCC2C1CC13CC=CCC1C(OC3)C2OC(=O)c1cccnc1)c1cccnc1
TPCN02240,12-alpha-[(2-O-beta-d-glucopyranosyl-beta-d-glucopyranosyl)oxy]ent-kaur-16-en-19- oic acid beta-d-glucopyranosyl ester,'1594138-18-7',C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CC(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C1C3,Diterpenoids,1.5,82.0,0.005467,Leaves,Asteraceae,Stevia rebaudiana,"J Nat Prod 77, 1231-1235 (2014).",10.1021/np4009656,DP00077,C=C1CC23CCC4C(C(=O)OC5CCCCO5)CCCC4C2CC(OC2OCCCC2OC2CCCCO2)C1C3
