ID,Name,CAS Number,Standard_Smiles,Type,Total weight /kg,Piece weight /mg,Content(%),Part,Family,Specie,Reference,DOI,ContentID
TPCN02442,16beta-hydroxy-ent-atisan-3-one,'87039-25-6',CC1(O)CC23CCC1CC2C1(C)CCC(=O)C(C)(C)C1CC3,Diterpenoids,7.5,7.0,9.3e-05,Woods,Euphorbiaceae,Excoecaria agallocha,"J Asian Nat Prod Res 7, 729-734 (2005).",10.1080/1028602042000324943,DP00332
TPCN02469,Neoline,'466-26-2',CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C5C6O)C(C(OC)C23)C14,Diterpenoids,5.0,4.0,8e-05,Roots,Ranunculaceae,Aconitum hemsleyanum,"Nat Prod Res, 1-6 (2019).",10.1080/14786419.2018.1560292,DP00364
TPCN02513,Lasiokaurin,'28957-08-6',C=C1C(=O)C23C(O)C1CCC2C12COC3(O)C(O)C1C(C)(C)CCC2OC(C)=O,Diterpenoids,20.0,12.0,6e-05,Aerial parts,Lamiaceae,Isodon henryi,"Nat Prod Res, 1-7 (2019).",10.1080/14786419.2019.1675067,DP00413
TPCN02518,Cussoracoside A,'449750-16-7',CC1(C(=O)OC2OC(CO)C(O)C(O)C2O)CCCC2(C)C3CCC4CC3(CCC12)CC4(O)CO,Diterpenoids,15.0,10.6,7.1e-05,Aerial parts,Lamiaceae,Clinopodium chinense,"Nat Prod Res, 1-9 (2019).",10.1080/14786419.2019.1611811,DP00419
TPCN02569,15α-hydroxyneoline,'80665-72-1',CCN1CC2(COC)CCC(O)C34C5CC6C(O)C5C(O)(C(O)C6OC)C(C(OC)C23)C14,Diterpenoids,3.582,3.0,8.4e-05,Subterraneous stems,Ranunculaceae,Aconitum japonicum,"J Nat Med 72, 230-237 (2018).",10.1007/s11418-017-1139-9,DP00473
TPCN02570,17-hydroxyjolkinolide B,'247037-88-3',CC1(C)CCCC2(C)C1CCC13OC1C1=C(CO)C(=O)OC14OC4C23,Diterpenoids,16.7,4.4,2.6e-05,Roots,Euphorbiaceae,Euphorbia fischeriana,"Nat Prod Res, 1-9 (2019).",10.1080/14786419.2019.1607331,DP00476
TPCN02578,"(1α,7α,14R)-20-(Acetyloxy)-1,7,14-trihydroxykaur-16-en-15-one",'96140-18-0',C=C1C(=O)C23C(O)CC4C(C)(C)CCC(O)C4(COC(C)=O)C2CCC1C3O,Diterpenoids,3.0,1.0,3.3e-05,Aerial parts,Lamiaceae,Isodon excisus,"J Nat Prod 67, 373-376 (2004).",10.1021/np030357r,DP00485
TPCN02690,Epinodosin,'20086-60-6',C=C1C(=O)C23CC1CC(O)C2C12COC(O)C1C(C)(C)CCC2OC3=O,Diterpenoids,20.0,10.0,5e-05,Aerial parts,Lamiaceae,Isodon henryi,"Nat Prod Res, 1-7 (2019).",10.1080/14786419.2019.1675067,DP00602
TPCN02777,Perovskiaditerpenoside B,'2126776-37-0',CC(C)c1cc2c(c(O)c1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C1(C)CCC(O)C(C)(C)C1CC2,Diterpenoids,15.0,5.6,3.7e-05,Aerial parts,Lamiaceae,Clinopodium chinense,"Nat Prod Res, 1-9 (2019).",10.1080/14786419.2019.1611811,DP00693
TPCN02833,Delcorine,'52358-55-1',CCN1CC2(COC)CCC(OC)C34C5CC6C(OC)CC7(OCOC7(C(O)C23)C14)C5C6OC,Diterpenoids,10.0,4.0,4e-05,Aerial parts,Ranunculaceae,Delphinium chrysotrichum,"Fitoterapia 139, 104407 (2019).",10.1016/j.fitote.2019.104407,DP00754
TPCN02861,Lycoctonine,'26000-17-9',CCN1CC2(CO)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,Diterpenoids,10.25,7.0,6.8e-05,Whole plants,Ranunculaceae,Aconitum kirinense,"Fitoterapia 141, 104477 (2020).",10.1016/j.fitote.2020.104477,DP00783
TPCN02885,Pierisjaponosides B,'2695532-54-6',C=C1C2CCC3CC2(CC(O)C2(O)C1C(O)C(OC1OC(CO)C(O)C(O)C1O)C2(C)C)CC3(C)O,Diterpenoids,37.0,25.4,6.9e-05,Leaves,Ericaceae,Pieris japonica,"Phytochemistry 171, 112234 (2020).",10.1016/j.phytochem.2019.112234,DP00811
TPCN02939,Monticamine,'81047-05-4',CCN1CC23OC2CC(O)C24C5CC6C(OC)CC(O)(C(CC32)C14)C5C6OC,Diterpenoids,8.5,4.6,5.4e-05,Roots,Ranunculaceae,Aconitum barbatum,"Org Lett 14, 2758-2761 (2012).",10.1021/ol3008217,DP00871
TPCN02940,Isoatisine,'510-38-3',C=C1C2CCC3(CCC4C5(C)CCCC4(CN4CCOC45)C3C2)C1O,Diterpenoids,6.0,5.1,8.5e-05,Whole plants,Ranunculaceae,Delphinium honanense,"Chem Biodivers 8, 2104-2109 (2011).",10.1002/cbdv.201000243,DP00874
TPCN02958,17-hydroxy-16alpha-ent-kauran-19-oic acid,'58691-64-8',CC1(C(=O)O)CCCC2(C)C3CCC4CC3(CCC12)CC4CO,Diterpenoids,20.0,4.0,2e-05,Aerial parts,Asteraceae,Inula japonica,"Arch Pharm Res 32, 1369-1372 (2009).",10.1007/s12272-009-2004-5,DP00894
TPCN02998,Wilfordoside A,'1917362-36-7',COc1c(C(C)CO)cc(O)c2c1CCC1C(C)=C(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC21C,Diterpenoids,119.0,12.0,1e-05,Roots,Celastraceae,Tripterygium wilfordii,"Fitoterapia 120, 126-130 (2017).",10.1016/j.fitote.2017.06.001,DP00936
TPCN03018,"3b-hydroxy-12-O-b-D-glucopyranosyl-8,11,13-abietatrien-7-one",'1555975-07-9',CC(C)c1cc2c(cc1OC1OC(CO)C(O)C(O)C1O)C1(C)CCC(O)C(C)(C)C1CC2=O,Diterpenoids,15.0,7.8,5.2e-05,Aerial parts,Lamiaceae,Clinopodium chinense,"Nat Prod Res, 1-9 (2019).",10.1080/14786419.2019.1611811,DP00957
TPCN03021,"Decanoic acid, (1aR,1bS,4aR,7aS,7bS,8R,9R,9aS)-9a-(acetyloxy)-1a,1b,4,4a,5,7a,7b,8,9,9a-decahydro-4a,7b-dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1H-cyclopropa[3,4]benz[1,2-e]azulen-9-yl ester",'16561-27-6',CCCCCCCCCC(=O)OC1C(C)C2(O)C(C=C(CO)CC3(O)C(=O)C(C)=CC32)C2C(C)(C)C12OC(C)=O,Diterpenoids,9.3,5.1,5.5e-05,Buds,Thymelaeaceae,Daphne genkwa,"J Asian Nat Prod Res 15, 502-506 (2013).",10.1080/10286020.2013.786703,DP00960
TPCN03030,Grayanosides D,'74285-17-9',CC1C2CC(OC3OC(CO)C(O)C(O)C3O)C(C)(C)C23OC12CCC1CC2(CC3O)CC1(C)O,Diterpenoids,37.0,36.8,9.9e-05,Leaves,Ericaceae,Pieris japonica,"Phytochemistry 171, 112234 (2020).",10.1016/j.phytochem.2019.112234,DP00971
TPCN03031,Kirinine B,'161068-72-0',C=C1C2CCC3(C1O)C1CC4C5(C)CCC6OC5N(CC)C1C64C3C2O,Diterpenoids,10.25,10.0,9.8e-05,Whole plants,Ranunculaceae,Aconitum kirinense,"Fitoterapia 141, 104477 (2020).",10.1016/j.fitote.2020.104477,DP00972
TPCN03032,2-Deacetyltinosinenoside D,'2095712-94-8',COc1cc(C=CC(=O)OC2CC(O)C(O)C3C2CCC2(O)C(=O)OC(c4ccoc4)CC32C)ccc1OC1OC(CO)C(O)C(O)C1O,Diterpenoids,17.3,16.8,9.7e-05,Stems,Menispermaceae,Tinospora sinensis,"J Nat Prod 80, 975-982 (2017).",10.1021/acs.jnatprod.6b00976,DP00973
TPCN03033,Cascarinoids A,'2173219-58-2',C=C1CCC2C(=C(C)C(=O)N2CCc2ccc(O)cc2)C2C1C13OC1(CC(C)C3=O)C1OC21C,Diterpenoids,3.6,3.5,9.7e-05,Aerial parts,Euphorbiaceae,Croton cascarilloides,"Org Lett 20, 228-231 (2018).",10.1021/acs.orglett.7b03592,DP00974
TPCN03034,Salvileucalin B,'1053244-52-2',O=C1OCC23C1=CC1CC24C=CC2=C(C(c5ccoc5)OC2=O)C43C1,Diterpenoids,18.66,18.0,9.6e-05,Aerial parts,Lamiaceae,Salvia leucantha,"Org Lett 10, 4429-4432 (2008).",10.1021/ol801620u,DP00975
TPCN03035,Aconitramine D,'1419694-20-4',CCN1CC2(C)CCC(OC)C34C5CC6C(OC)CC(OC(=O)c7ccccc7)(C(CC23)C14)C5C6OC(C)=O,Diterpenoids,10.0,9.6,9.6e-05,Roots,Ranunculaceae,Aconitum transsectum,"J Asian Nat Prod Res 14, 244-248 (2012).",10.1080/10286020.2011.648623,DP00976
TPCN03036,1,'2373372-15-5',CCC(C)CCCCCCCCCCC(=O)OC12CC(C)C3(O)C(C=C(CO)CC4(O)C(=O)C(C)=CC43)C1C2(C)C,Diterpenoids,16.7,16.0,9.6e-05,Roots,Euphorbiaceae,Euphorbia fischeriana,"Nat Prod Res, 1-9 (2019).",10.1080/14786419.2019.1607331,DP00977
TPCN03037,Seutebarbatines E,'910099-77-3',C=C1C(=O)CCC2C1(C)C(OC(=O)c1cccnc1)C(OC(=O)c1ccccc1)C(C)(O)C2(C)C=CC1=CC(=O)OC1,Diterpenoids,13.6,13.0,9.6e-05,Whole plants,Araliaceae,Scutellaria barbata,"Chem Pharm Bull (Tokyo) 54, 869-872 (2006).",10.1248/cpb.54.869,DP00979
TPCN03038,6-Onicotinoylscutebarbatine G,'1206805-30-2',CC1=CCC(OC(=O)c2cccnc2)C2C1(C)C(OC(=O)c1cccnc1)C(O)C1(C)OC3(CCC21C)COC(=O)C3,Diterpenoids,30.0,28.0,9.3e-05,Whole plants,Araliaceae,Scutellaria barbata,"J Asian Nat Prod Res 11, 451-456 (2009).",10.1080/10286020902845652,DP00980
TPCN03039,Anthriscifoltine E,'2292181-98-5',CCN1CC2CCC(OC)C34C2C(OC(C)=O)C2(OCOC25CC(OC)C2CC3(O)C5C2=O)C14,Diterpenoids,21.5,20.0,9.3e-05,Whole plants,Ranunculaceae,Delphinium anthriscifolium,"J Asian Nat Prod Res 20, 423-430 (2018).",10.1080/10286020.2017.1335309,DP00981
TPCN03040,Microtropiosides C,'1227698-64-7',CC1(C(CO)OC2OC(CO)C(O)C(O)C2O)CCC2C(C)(CCC3C(C)(C)C(OC4OC(CO)C(O)C(O)C4O)CCC23C)O1,Diterpenoids,3.25,3.0,9.2e-05,Leaves,Celastraceae,Microtropis japonica,"Phytochemistry 71, 675-681 (2010).",10.1016/j.phytochem.2010.01.004,DP00982
TPCN03041,Bullatine H,'2185868-87-3',CC(=O)OC1CC23C4CC5C6(C)CCCC5(C4N(C)C6)C2C(O)C1C(O)(CO)C3O,Diterpenoids,13.0,12.0,9.2e-05,Roots,Ranunculaceae,Aconitum brachypodum,"J Asian Nat Prod Res 18, 908-912 (2016).",10.1080/10286020.2016.1173677,DP00983
TPCN03042,Dihydrooridonin,'1310413-86-5',CC1C(=O)C23C(O)C1CCC2C12COC3(O)C(O)C1C(C)(C)CCC2O,Diterpenoids,20.0,18.0,9e-05,Aerial parts,Lamiaceae,Isodon henryi,"Nat Prod Res, 1-7 (2019).",10.1080/14786419.2019.1675067,DP00984
TPCN03043,,'1349700-47-5',CC(=CCO)CCC1(O)C(C)C(=O)CC2C(C)(C)CCCC21C,Diterpenoids,20.0,18.0,9e-05,Whole plants,Lamiaceae,Leonurus japonicus,"Molecules 18, 13904-13909 (2013).",10.3390/molecules181113904,DP00985
TPCN03044,Caffarolide D,'2231781-66-9',CCCCCCCCCCCCCCCC(=O)OCC1(O)CC23CCC4C5=CC(=O)OC5(O)CC(O)C4(C)C2CCC1C3,Diterpenoids,10.0,9.0,9e-05,Seeds,Rubiaceae,Coffea arabica,"Food Chem 263, 251-257 (2018).",10.1016/j.foodchem.2018.04.081,DP00986
TPCN03045,Caffarolide F,'2231781-68-1',CCCCCC=CCC=CCCCCCCCCC(=O)OCC1(O)CC23CCC4C5=CC(=O)OC5(O)CC(OC)C4(C)C2CCC1C3,Diterpenoids,10.0,9.0,9e-05,Seeds,Rubiaceae,Coffea arabica,"Food Chem 263, 251-257 (2018).",10.1016/j.foodchem.2018.04.081,DP00987
TPCN03046,Lanceolatic acid,'246511-27-3',C=C1CCC2C(C)(C(=O)O)CCCC2(C)C1CC=C(C)C1CCC=C(C)C1CC1C(=C)CCC2C(C)(C(=O)O)CCCC12C,Diterpenoids,10.0,9.0,9e-05,Roots,Cupressaceae,Cunninghamia lanceolata,"J Nat Prod 62, 1200-1201 (1999).",10.1021/np9901433,DP00988
TPCN03047,12-O-hexadecanoyl-7-oxo-5-ene-phorbol-13-acetate,'87084-58-0',CCCCCCCCCCCCCCCC(=O)OC1C(C)C2(O)C(C(=O)C(CO)=CC3(O)C(=O)C(C)=CC32)C2C(C)(C)C12OC(C)=O,Diterpenoids,2.9,2.6,9e-05,Leaves,Euphorbiaceae,Aleurites fordii,"Bioorg Med Chem Lett 22, 2318-2320 (2012).",10.1016/j.bmcl.2012.01.057,DP00989
TPCN03048,Bisprioterones C,'886755-36-8',CC(C)c1cc2ccc3c(c2c(O)c1OC1CCC(C)(C)c2ccc4cc(C(C)C)c(=O)oc(=O)c4c21)C(=O)CCC3(C)C,Diterpenoids,10.0,9.0,9e-05,Roots,Lamiaceae,Salvia prionitis,"Phytochemistry 67, 795-799 (2006).",10.1016/j.phytochem.2005.12.023,DP00990
TPCN03049,"14,15-Dinor-labdan-13-one-8-O-_x000b_-L-arabinopyranoside",'1062468-64-7',CC(=O)CCC1C(C)(OC2OCC(O)C(O)C2O)CCC2C(C)(C)CCCC21C,Diterpenoids,17.0,15.0,8.8e-05,Aerial parts,Asteraceae,Conyza blinii,"Nat Prod Res 22, 521-524 (2008).",10.1080/14786410701592232,DP00991
TPCN03050,Sdutebarbatines D,'910099-76-2',C=C1C(O)CCC2C1(C)C(OC(=O)c1cccnc1)C(OC(=O)c1ccccc1)C(C)(O)C2(C)C=CC1=CC(=O)OC1,Diterpenoids,13.6,12.0,8.8e-05,Whole plants,Araliaceae,Scutellaria barbata,"Chem Pharm Bull (Tokyo) 54, 869-872 (2006).",10.1248/cpb.54.869,DP00992
TPCN03051,Scutebarbatines K,'1039359-56-2',CC(=O)OC1C(OC(=O)c2cccnc2)C2(C)C(C)=CCCC2C(C)(C=CC2=CC(=O)OC2)C1(C)O,Diterpenoids,30.0,26.0,8.7e-05,Whole plants,Araliaceae,Scutellaria barbata,"Chem Pharm Bull (Tokyo) 56, 207-209 (2008).",10.1248/cpb.56.207,DP00993
TPCN03052,Majusimine D,'1097648-78-6',C=C1C2C(=O)C3C4N(C)C5C(O)C3(C1O)C(C2OC(C)=O)C41C(OC(C)=O)C(OC(=O)c2ccccc2)C(OC(C)=O)C(C)(C=O)C51,Diterpenoids,6.0,5.2,8.7e-05,Whole plants,Ranunculaceae,Delphinium majus,"J Nat Prod 72, 18-23 (2009).",10.1021/np800439a,DP00994
TPCN03053,4-epi-Tinosinenoside D,'2095712-92-6',COc1cc(C=CC(=O)OC2CC(OC(C)=O)C(O)C3C2CCC2(O)C(=O)OC(c4ccoc4)CC32C)ccc1OC1OC(CO)C(O)C(O)C1O,Diterpenoids,17.3,15.1,8.7e-05,Stems,Menispermaceae,Tinospora sinensis,"J Nat Prod 80, 975-982 (2017).",10.1021/acs.jnatprod.6b00976,DP00995
TPCN03054,Delcorinine,'404945-91-1',CCN1CC2(COC)CCC(O)C34C5CC6C(O)CC7(OCOC7(C(O)C23)C14)C5C6OC,Diterpenoids,6.0,5.2,8.7e-05,Whole plants,Ranunculaceae,Delphinium honanense,"Chem Biodivers 8, 2104-2109 (2011).",10.1002/cbdv.201000243,DP00996
TPCN03055,Puberumines A,'1379670-73-1',CCN1CC2(O)C(O)CC(O)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,Diterpenoids,8.5,7.2,8.5e-05,Roots,Ranunculaceae,Aconitum barbatum,"Org Lett 14, 2758-2761 (2012).",10.1021/ol3008217,DP00997
TPCN03056,Tinosinenoside A,'2095787-62-3',CC12CC(c3ccoc3)OC(=O)C1(O)CCC1(C)C2C2C=CC1(OC1OC(CO)C(O)C(O)C1O)C(=O)O2,Diterpenoids,17.3,14.7,8.5e-05,Stems,Menispermaceae,Tinospora sinensis,"J Nat Prod 80, 975-982 (2017).",10.1021/acs.jnatprod.6b00976,DP00998
TPCN03057,Uraphine,'1097643-20-3',CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC7(OCOC7(C(O)C23)C14)C5C6OC,Diterpenoids,6.0,5.0,8.3e-05,Whole plants,Ranunculaceae,Delphinium honanense,"Chem Biodivers 8, 2104-2109 (2011).",10.1002/cbdv.201000243,DP00999
TPCN03058,Jatrophodione A,'1311380-51-4',CC1=CC2(O)C(=O)C(C)(O)C3C4C(CCC3(C)C=C2C1=O)C4(C)C,Diterpenoids,2.41,2.0,8.3e-05,Whole plants,Euphorbiaceae,Euphorbia macrorrhiza,"Phytochemistry 122, 246-253 (2016).",10.1016/j.phytochem.2015.12.003,DP01000
TPCN03059,15β-O-Benzoyl-5α-hydroxyisolathyrol,'158782-02-6',CC1=CC2C(CC=C(C)C(O)C3C(O)C(C)CC3(OC(=O)c3ccccc3)C1=O)C2(C)C,Diterpenoids,2.41,2.0,8.3e-05,Whole plants,Euphorbiaceae,Euphorbia macrorrhiza,"Phytochemistry 122, 246-253 (2016).",10.1016/j.phytochem.2015.12.003,DP01001
TPCN03060,Macrorieuphorone B,'1648739-96-1',CC1CC2(O)C(=O)C3(C)C(OC(=O)c4ccccc4)C4C(CCC3(C)C(O)C2C1O)C4(C)C,Diterpenoids,2.41,2.0,8.3e-05,Whole plants,Euphorbiaceae,Euphorbia macrorrhiza,"Phytochemistry 122, 246-253 (2016).",10.1016/j.phytochem.2015.12.003,DP01002
TPCN03061,Macrorilone A,'1673567-14-0',CC1C(=O)C2=C(C(=O)C(C)(O)C2)C2C1C1C(CCC2(C)O)C1(C)C,Diterpenoids,2.41,2.0,8.3e-05,Whole plants,Euphorbiaceae,Euphorbia macrorrhiza,"Phytochemistry 122, 246-253 (2016).",10.1016/j.phytochem.2015.12.003,DP01003
TPCN03062,Macroripremyrsinone A,'1850331-15-5',CC1(O)CC2C(=O)C(C)(O)C3C4C(CCC3(C)C=C2C1=O)C4(C)C,Diterpenoids,2.41,2.0,8.3e-05,Whole plants,Euphorbiaceae,Euphorbia macrorrhiza,"Phytochemistry 122, 246-253 (2016).",10.1016/j.phytochem.2015.12.003,DP01004
TPCN03063,Grayanotoxins I,'4720-09-6',CC(=O)OC1C2CCC3C(C)(O)C4CC(O)C(C)(C)C4(O)C(O)CC13CC2(C)O,Diterpenoids,30.1,24.2,8e-05,Leaves,Ericaceae,Rhododendron micranthum,"Phytochemistry 158, 1-12 (2019).",10.1016/j.phytochem.2018.10.017,DP01005
TPCN03064,Puberumines D,'1379670-79-7',CCN1CC2(O)C=CC(O)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,Diterpenoids,8.5,6.8,8e-05,Roots,Ranunculaceae,Aconitum barbatum,"Org Lett 14, 2758-2761 (2012).",10.1021/ol3008217,DP01006
TPCN03065,Mollolide A,'1438870-75-7',CC(=O)C1CC(O)C2C(O)C1(CC1OC(=O)C(C)(C)C1(O)CCO)CC2(C)O,Diterpenoids,50.0,40.0,8e-05,Roots,Ericaceae,Rhododendron molle,"Org Lett 15, 3074-3077 (2013).",10.1021/ol401254e,DP01007
TPCN03066,Caffarolide E,'2231781-67-0',CCCCCCCCCCCCCCCC(=O)OCC1(O)CC23CCC4C5=CC(=O)OC5(O)CC(OC)C4(C)C2CCC1C3,Diterpenoids,10.0,8.0,8e-05,Seeds,Rubiaceae,Coffea arabica,"Food Chem 263, 251-257 (2018).",10.1016/j.foodchem.2018.04.081,DP01008
TPCN03067,Caffarolide H,'2231781-70-5',CCCCCC=CCC=CCCCCCCCCCC(=O)OCC1(O)CC23CCC4C5=CC(=O)OC5=CC(O)C4(C)C2CCC1C3,Diterpenoids,10.0,8.0,8e-05,Seeds,Rubiaceae,Coffea arabica,"Food Chem 263, 251-257 (2018).",10.1016/j.foodchem.2018.04.081,DP01009
TPCN03068,Condelphine,'7633-69-4',CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6OC(C)=O,Diterpenoids,5.0,4.0,8e-05,Roots,Ranunculaceae,Aconitum hemsleyanum,"Nat Prod Res, 1-6 (2019).",10.1080/14786419.2018.1560292,DP01010
TPCN03069,Crotonol A,'2307233-82-3',CC1=CC2C(O)(CC(O)(CO)C3(O)OC(C)(C)C4C(O)C(=O)C(C)C2(O)C43)C1=O,Diterpenoids,30.0,23.6,7.9e-05,Leaves,Euphorbiaceae,Croton tiglium,"Org Biomol Chem 17, 195-202 (2018).",10.1039/c8ob02519c,DP01011
TPCN03071,"12-O-(2'E,4'E-decadienoyl)-7-oxo-5-ene-phorbol-13-acetate",'1566560-86-8',CCCCCC=CC=CC(=O)OC1C(C)C2(O)C(C(=O)C(CO)=CC3(O)C(=O)C(C)=CC32)C2C(C)(C)C12OC(C)=O,Diterpenoids,9.3,7.3,7.8e-05,Buds,Thymelaeaceae,Daphne genkwa,"J Asian Nat Prod Res 15, 502-506 (2013).",10.1080/10286020.2013.786703,DP01012
TPCN03072,Gaditanone,'2112808-98-5',CC(=O)OC1C(=O)C2(C)C3C(C(C)C(OC(C)=O)C4(OC(C)=O)CC(C)C(OC(C)=O)C34)C2C(C)(C)C1OC(=O)c1ccccc1,Diterpenoids,1.8,1.4,7.8e-05,Aerial parts,Euphorbiaceae,Euphorbia gaditana,"J Nat Prod 80, 2161-2165 (2017).",10.1021/acs.jnatprod.7b00332,DP01013
TPCN03073,Premnafulvol C,'2247117-99-1',CC1(CO)CCCC2(C)C3=C(C(=O)CC12)C1C(CO)C1(C)CC3,Diterpenoids,13.0,10.2,7.8e-05,Aerial parts,Lamiaceae,Premna fulva,"Org Lett 20, 6314-6317 (2018).",10.1021/acs.orglett.8b02845,DP01014
TPCN03074,Rhodomicranosides F,'2305254-44-6',CC1=C2CC(OC3OC(CO)C(O)C(O)C3O)C(C)(C)C2C(=O)CC23CC(CC=C12)C(C)(O)C3,Diterpenoids,30.1,23.4,7.8e-05,Leaves,Ericaceae,Rhododendron micranthum,"Phytochemistry 158, 1-12 (2019).",10.1016/j.phytochem.2018.10.017,DP01015
TPCN03075,"(6S,13S)-6-O-[6-O-acetyl-beta-d-glucopyranosyl-(1-->4)-alpha-l-rhamnopyranosyl]cl eroda-3,14-dien-13-ol",'929007-83-0',C=CC(C)(O)CCC1(C)C(C)CC(OC2OC(C)C(OC3OC(COC(C)=O)C(O)C(O)C3O)C(O)C2O)C2(C)C(C)=CCCC12,Diterpenoids,32.0,25.0,7.8e-05,Leaves,Gleicheniaceae,Dicranopteris dichotoma,"J Nat Prod 70, 265-268 (2007).",10.1021/np0603166,DP01016
TPCN03076,Microtropiosides E,'1227698-66-9',C=CC1(C)OC2(C)CCC3C(C)(C)C(OC4OC(CO)C(O)C(O)C4O)CCC3(C)C2CC1OC1OC(CO)C(O)C(O)C1O,Diterpenoids,3.25,2.5,7.7e-05,Leaves,Celastraceae,Microtropis japonica,"Phytochemistry 71, 675-681 (2010).",10.1016/j.phytochem.2010.01.004,DP01017
TPCN03077,Pubesine,'1960465-17-1',CC(=O)OC1CC23C4CC5C6(C)CCC7OC6N(C)C4C75C2CC1C1(CO1)C3O,Diterpenoids,6.5,5.0,7.7e-05,Whole plants,Ranunculaceae,Aconitum soongaricum,"Nat Prod Res 31, 523-528 (2017).",10.1080/14786419.2016.1198348,DP01018
