ID,Name,CAS Number,Standard_Smiles,Type,Total weight /kg,Piece weight /mg,Content(%),Part,Family,Specie,Reference,DOI,ContentID,Scaffold_Smiles
TPCN03280,Hetisinone,'4829-55-4',C=C1CC23CC4C5C6(C)CC(=O)CC57C(C2C(O)C1C(O)C37)N4C6,Diterpenoids,0.22,23.0,0.010455,Whole plants,Ranunculaceae,Aconitum anthora,Planta Med 2011; 77: 368–373,10.1055/s-0030-1250362,DP01237,C=C1CC23CC4C5C6CC(=O)CC57C(C2CC1CC37)N4C6
TPCN03460,Euphornan B,'2685759-45-7',CC(=O)OC1C(C)=CC23OC2(CC(C)C3OC(C)=O)C(=O)C(C)C(OC(C)=O)C2C(C1OC(=O)c1ccccc1)C2(C)COC(=O)c1cccnc1,Diterpenoids,7.5,1400.0,0.018667,Seeds,Euphorbiaceae,Euphorbia marginata,,10.1016/j.bioorg.2019.103546,DP01419,O=C(OCC1C2CCC(=O)C34CCCC3(C=CCC(OC(=O)c3ccccc3)C21)O4)c1cccnc1
TPCN00011,Paeoniflorin,'23180-57-6',CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(CO)C(O)C(O)C1O,Monoterpenoids,5.0,3200.0,0.064,Roots,Paeoniaceae,Paeonia lactiflora,"Fitoterapia, 2008, 79, 117-123.",10.1016/j.fitote.2007.11.001,MP00012,O=C(OCC12C3OC4CC(O3)C1(OC1CCCCO1)CC42)c1ccccc1
TPCN00018,Galloylpaeoniflorin,'122965-41-7',CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(COC(=O)c2cc(O)c(O)c(O)c2)C(O)C(O)C1O,Monoterpenoids,0.5,65.0,0.013,Roots,Ranunculaceae,Paeonia albiflora,"Arch Pharm Res, 1991, 14, 52-54.",10.1007/bf02857815,MP00034,O=C(OCC1CCCC(OC23CC4C5CC2OC(O5)C43COC(=O)c2ccccc2)O1)c1ccccc1
TPCN00019,Voacristine,'545-84-6',COC(=O)C12CC3CC(C(C)O)C1N(CCc1c2[nH]c2ccc(OC)cc12)C3,Monoterpenoids,14.5,12000.0,0.082759,Barks,Apocynaceae,Voacanga africana,"Nat Prod Res, 2016, 30, 1144-1153.",10.1080/14786419.2015.1046132,MP00040,c1ccc2c3c([nH]c2c1)C1CC2CCC1N(CC3)C2
TPCN00020,Echitaminic acid,'7163-44-2',CC=C1C[N+]2(C)CCC34c5ccccc5NC32C(O)CC1C4(CO)C(=O)[O-],Monoterpenoids,1.4,1100.0,0.078571,Barks,Apocynaceae,Alstonia rostrata,"Org Lett, 2012, 14, 3450-3453.",10.1021/ol301400e,MP00041,C=C1C[NH+]2CCC34CC1CCC23Nc1ccccc14
TPCN00021,Kodemariosides A,'1222561-26-3',CC(C)=CC1OC(=O)C(=CCOC2OC(COC(=O)C=Cc3ccc(O)cc3)C(O)C(O)C2O)C1O,Monoterpenoids,0.0065,5.0,0.076923,Flowers,Rosaceae,Spiraea cantoniensis,"J Nat Prod, 2010, 73, 814-817.",10.1021/np900699e,MP00042,O=C(C=Cc1ccccc1)OCC1CCCC(OCC=C2CCOC2=O)O1
TPCN00022,Voacangine,'510-22-5',CCC1CC2CN3CCc4c([nH]c5ccc(OC)cc45)C(C(=O)OC)(C2)C13,Monoterpenoids,14.5,11000.0,0.075862,Barks,Apocynaceae,Voacanga africana,"Nat Prod Res, 2016, 30, 1144-1152.",10.1080/14786419.2015.1046132,MP00046,c1ccc2c3c([nH]c2c1)C1CC2CCC1N(CC3)C2
TPCN00023,(3S)-O-α-L-rhamnopyranosyl-(1→3)-[4-O-(E)-coumaroyl]α-L-rhamnopyranosyl-(1→6)-β-D-glucopyranosyllinalool,'352652-50-7',C=CC(C)(CCC=C(C)C)OC1OC(COC2OC(C)C(OC(=O)C=Cc3ccc(O)cc3)C(OC3OC(C)C(O)C(O)C3O)C2O)C(O)C(O)C1O,Monoterpenoids,0.5,360.0,0.072,Leaves,Rosaceae,Eriobotrya deflexa,J Nat Prod 64(7): 865-869.,10.1021/np0100237,MP00047,O=C(C=Cc1ccccc1)OC1COC(OCC2CCCCO2)CC1OC1CCCCO1
TPCN00024,Nudiflosides B,'297740-98-8',CC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OC1CC(C)C2COC(=O)CC3C(=COC(OC4OC(CO)C(O)C(O)C4O)C3=CC)C(=O)OCC(C)C12,Monoterpenoids,0.146,99.4,0.068082,Leaves,Oleaceae,Jasminum nudiflorum,"Chem Pharm Bull (Tokyo), 2000, 48, 1200-1204.",10.1248/cpb.48.1200,MP00049,C=C1C(CC(=O)OC2CCC3COC(=O)CC4C(=C)C(OC5CCCCO5)OC=C4C(=O)OCCC32)C=COC1OC1CCCCO1
TPCN00025,Oxypaeoniflorin,'39011-91-1',CC12CC3(O)OC(O1)C1(COC(=O)c4ccc(O)cc4)C3CC21OC1OC(CO)C(O)C(O)C1O,Monoterpenoids,2.0,1280.0,0.064,Roots,Paeoniaceae,Paeonia obovata,"Chem Pharm Bull (Tokyo), 2000, 48, 201-207.",10.1248/cpb.48.201,MP00052,O=C(OCC12C3OC4CC(O3)C1(OC1CCCCO1)CC42)c1ccccc1
TPCN00026,Intermediones A,'2279931-41-6',CC1(C)C(=O)C2=C(OC3(CCC4CC3C4(C)C)CC2c2ccccc2)C(C)(C)C1=O,Monoterpenoids,0.0878,50.0,0.056948,Flowers,Myrtaceae,Corymbia intermedia,"J Nat Prod, 2018, 81, 2455-2461.",10.1021/acs.jnatprod.8b00494,MP00055,O=C1CC(=O)C2=C(C1)OC1(CCC3CC1C3)CC2c1ccccc1
TPCN00027,"7H-Furo[3,2-g][1]benzopyran-7-one, 4-[3-(4,5-dihydro-5,5-dimethyl-4-oxo-2-furanyl)butoxy]-, (+)- (9CI, ACI)",'155899-87-9',CC(CCOc1c2ccoc2cc2oc(=O)ccc12)C1=CC(=O)C(C)(C)O1,Monoterpenoids,2.1,1170.0,0.055714,Stems,Moraceae,Dorstenia elliptica,"Phytochemistry, 2004, 65, 221-228.",10.1016/j.phytochem.2003.10.028,MP00056,O=C1C=C(CCCOc2c3ccoc3cc3oc(=O)ccc23)OC1
TPCN00028,Kodemariosides E,'1222561-30-9',CC(C)=CC1OC(=O)C(=CCOC2OC(COC(=O)C=Cc3ccc(O)c(O)c3)C(O)C(O)C2O)C1O,Monoterpenoids,0.0065,3.4,0.052308,Flowers,Rosaceae,Spiraea cantoniensis,"J Nat Prod, 2010, 73, 814-817.",10.1021/np900699e,MP00057,O=C(C=Cc1ccccc1)OCC1CCCC(OCC=C2CCOC2=O)O1
TPCN00029,Cruciaside B,'564486-19-7',Cc1cc(OC2OC(CO)C(O)C(O)C2O)c(C(C)C)c(O)c1O,Monoterpenoids,0.027,14.0,0.051852,Aerial parts,Rubiaceae,Cruciata taurica,"Nat Prod Res, 2003, 17, 109-114.",10.1080/1478641031000103687,MP00058,c1ccc(OC2CCCCO2)cc1
TPCN00030,"5""-hydroxydigipenstroside",'136051-67-7',CC(=CCC(O)C(C)=CCO)C(=O)OCC=C(C)C(O)CC=C(C)C(=O)OC1OC(CO)C(O)C(O)C1O,Monoterpenoids,0.115,55.0,0.047826,Leaves,Zingiberaceae,Penstemon digitalis,"Planta Med, 1991, 57, 187-189.",10.1055/s-2006-960063,MP00059,C1CCOCC1
TPCN00031,Uncarine B,'6883-35-8',COC(=O)C1=COC(C)C2CN3CCC4(C(=O)Nc5ccccc54)C3CC12,Monoterpenoids,1.0,455.0,0.0455,Stems,Rubiaceae,Uncaria hirsuta,"Fitoterapia, 2017, 116, 85-92.",10.1016/j.fitote.2016.11.013,MP00060,O=C1Nc2ccccc2C12CCN1CC3COC=CC3CC12
TPCN00032,(3S)-O-α-L-rhamnopyranosyl-(1→3)-[4-O-(Z)-coumaroyl]-α-Lrhamnopyranosyl-(1→6)-β-D-glucopyranosyl-linalool,'352652-51-8',C=CC(C)(CCC=C(C)C)OC1OC(COC2OC(C)C(OC(=O)C=Cc3ccc(O)cc3)C(OC3OC(C)C(O)C(O)C3O)C2O)C(O)C(O)C1O,Monoterpenoids,0.5,195.0,0.039,Leaves,Rosaceae,Eriobotrya deflexa,"J Nat Prod, 2001, 64, 865-869.",10.1021/np0100237,MP00061,O=C(C=Cc1ccccc1)OC1COC(OCC2CCCCO2)CC1OC1CCCCO1
TPCN00033,Picrinine,'4684-32-6',CC=C1CN2C3CC45c6ccccc6NC4(O3)C2CC1C5C(=O)OC,Monoterpenoids,2.5,950.0,0.038,Leaves,Apocynaceae,Alstonia scholaris,"Fitoterapia, 2015, 105, 160-164.",10.1016/j.fitote.2015.06.019,MP00063,C=C1CN2C3CC45CC1CC2C4(Nc1ccccc15)O3
TPCN00034,Kopsinine,'559-51-3',COC(=O)C1CC23CCCN4CCC5(c6ccccc6NC15CC2)C43,Monoterpenoids,8.5,3100.0,0.036471,Aerial parts,Apocynaceae,Kopsia officinalis,"J Nat Prod, 2017, 80, 864-871.",10.1021/acs.jnatprod.6b00697,MP00066,c1ccc2c(c1)NC13CCC4(CCCN5CCC21C54)CC3
TPCN00035,Kodemariosides F,'1222561-31-0',CC(C)=CC1OC(=O)C(=CCOC2OC(COC(=O)C=Cc3ccc(O)c(O)c3)C(O)C(O)C2O)C1O,Monoterpenoids,0.0065,2.3,0.035385,Flowers,Rosaceae,Spiraea cantoniensis,"J Nat Prod, 2010, 73, 814-817.",10.1021/np900699e,MP00068,O=C(C=Cc1ccccc1)OCC1CCCC(OCC=C2CCOC2=O)O1
TPCN00036,Benzoylpaeoniflorin,'38642-49-8',CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(COC(=O)c2ccccc2)C(O)C(O)C1O,Monoterpenoids,5.0,1500.0,0.03,Roots,Paeoniaceae,Paeonia lactiflora,"Fitoterapia, 2008, 79, 117-124.",10.1016/j.fitote.2007.11.001,MP00069,O=C(OCC1CCCC(OC23CC4C5CC2OC(O5)C43COC(=O)c2ccccc2)O1)c1ccccc1
TPCN00037,Paeonidanin K,'2209890-52-6',CC12CC(=O)C3CC1(OC1OC(COC(=O)c4ccccc4)C(O)C(O)C1O)C3(COC(=O)c1ccccc1)C(OCC1OC(OC34CC5C6(O)CC3(C)OC(O6)C54CO)C(O)C(O)C1O)O2,Monoterpenoids,4.2,1400.0,0.033333,Roots,Paeoniaceae,Paeonia veitchii,"J Asian Nat Prod Res, 2017, 19, 22-27.",10.1080/10286020.2016.1194832,MP00076,O=C(OCC1CCCC(OC23CC4C(=O)CC2OC(OCC2CCCC(OC56CC7C8CC5OC(O8)C76)O2)C43COC(=O)c2ccccc2)O1)c1ccccc1
TPCN00038,"6-O-methyl-N-deacetylisoipecosidic acid,",'342036-85-5',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)O)C1CC1NCCc2cc(OC)c(O)cc21,Monoterpenoids,4.5,1488.3,0.033073,Fruits,Cornaceae,Alangium lamarckii,"Phytochemistry, 2001, 56, 623-630.",10.1016/s0031-9422(00)00417-9,MP00077,C1=CC(CC2NCCc3ccccc32)CC(OC2CCCCO2)O1
TPCN00039,"5-(2,3-dihydroxy-3-methylbutyl)-4-hydroxy-4-methyldihydrofuran2(3H)-one",'2059941-56-7',CC(C)(O)C(O)CC1OC(=O)CC1(C)O,Monoterpenoids,0.0307,9.9,0.032248,Fruits,Lauraceae,Cinnamomum inunctum,"Chem Pharm Bull (Tokyo), 2015, 63, 833-836.",10.1248/cpb.c15-00368,MP00078,O=C1CCCO1
TPCN00040,Kopsininic acid,'7222-19-7',O=C(O)C1CC23CCCN4CCC5(c6ccccc6NC15CC2)C43,Monoterpenoids,8.5,2700.0,0.031765,Aerial parts,Apocynaceae,Kopsia officinalis,"J Nat Prod, 2017, 80, 864-871.",10.1021/acs.jnatprod.6b00697,MP00079,c1ccc2c(c1)NC13CCC4(CCCN5CCC21C54)CC3
TPCN00041,Alangiside,'34482-51-4',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)N3CCc4cc(OC)c(O)cc4C3CC21,Monoterpenoids,0.173,51.1,0.029538,Leaves,Cornaceae,Alangium kurzii,"Chem Pharm Bull (Tokyo), 2000, 48, 415-419.",10.1248/cpb.48.415,MP00080,O=C1C2=COC(OC3CCCCO3)CC2CC2c3ccccc3CCN12
TPCN00042,Rosiridin,'100462-37-1',CC(C)=CCC(O)C(C)=CCOC1OC(CO)C(O)C(O)C1O,Monoterpenoids,10.0,2650.44,0.026504,Roots,Crassulaceae,Rhodiola sachalinensis,"Chem Pharm Bull (Tokyo), 2008, 56, 695-700.",10.1248/cpb.56.695,MP00081,C1CCOCC1
TPCN00043,Loganic acid,'22255-40-9',CC1C(O)CC2C(C(=O)O)=COC(OC3OC(CO)C(O)C(O)C3O)C21,Monoterpenoids,4.5,1180.8,0.02624,Fruits,Cornaceae,Alangium lamarckii,"Phytochemistry, 2001, 56, 623-630.",10.1016/s0031-9422(00)00417-9,MP00082,C1=CC2CCCC2C(OC2CCCCO2)O1
TPCN00044,"(6S)-2-trans-6-α-L-arabinopyranosyloxy-2,6-dimethyl-2,7-octadienoic acid",'92751-87-6',C=CC(C)(CCC=C(C)C(=O)O)OC1OCC(O)C(O)C1O,Monoterpenoids,1.0,250.0,0.025,Fruits,Fabaceae,Gymnocladus chinensis,"Chem Pharm Bull (Tokyo), 1984, 32, 2617-2621.",10.1248/cpb.32.2617,MP00083,C1CCOCC1
TPCN00045,"8-hydroxy-4,7,7-trimethyl-1,6dioxaspiro[4.4]non-3-en-2-one",'2058226-79-0',CC1=CC(=O)OC12CC(O)C(C)(C)O2,Monoterpenoids,0.0307,7.1,0.023127,Fruits,Lauraceae,Cinnamomum inunctum,"Chem Pharm Bull (Tokyo), 2015, 63, 833-836.",10.1248/cpb.c15-00368,MP00084,O=C1C=CC2(CCCO2)O1
TPCN00046,"5-(2,3-dihydroxy-3-methylbutyl)-4-methylfuran-2(5H)-one",'2059941-57-8',CC1=CC(=O)OC1CC(O)C(C)(C)O,Monoterpenoids,0.0307,7.1,0.023127,Fruits,Lauraceae,Cinnamomum inunctum,"Chem Pharm Bull (Tokyo), 2015, 63, 833-836.",10.1248/cpb.c15-00368,MP00085,O=C1C=CCO1
TPCN00047,Nudiflosides A,'297740-97-7',CC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCC1C(C)CC(OC(=O)CC2C(C(=O)OC)=COC(OC3OC(CO)C(O)C(O)C3O)C2=CC)C1C(C)CO,Monoterpenoids,0.146,33.5,0.022945,Leaves,Oleaceae,Jasminum nudiflorum,"Chem Pharm Bull (Tokyo), 2000, 48, 1200-1204.",10.1248/cpb.48.1200,MP00086,C=C1C(CC(=O)OCC2CCC(OC(=O)CC3C=COC(OC4CCCCO4)C3=C)C2)C=COC1OC1CCCCO1
TPCN00048,Cryptolaevilactones A,'2244602-14-8',CC(C)C1C=CC2(CC1)CC(C(=O)CC(O)CC1CC=CC(=O)O1)C2C=Cc1ccccc1,Monoterpenoids,0.0105,2.4,0.022857,Aerial parts,Lauraceae,Cryptocarya laevigata,"Org Lett, 2018, 20, 2282-2286.",10.1021/acs.orglett.8b00624,MP00087,O=C1C=CCC(CCCC(=O)C2CC3(C=CCCC3)C2C=Cc2ccccc2)O1
TPCN00049,Picralinal,'20045-06-1',CC=C1CN2C3CC45c6ccccc6NC4(O3)C2CC1C5(C=O)C(=O)OC,Monoterpenoids,15.0,3200.0,0.021333,Leaves,Apocynaceae,Alstonia scholaris,"Fitoterapia, 2018, 124, 73-79.",10.1016/j.fitote.2017.10.018,MP00088,C=C1CN2C3CC45CC1CC2C4(Nc1ccccc15)O3
TPCN00050,Ajmaline,'4360-12-7',CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,Monoterpenoids,8.5,1800.0,0.021176,Whole plants,Paeoniaceae,Rauvolfia yunnanensis,"Molecules, 2019, 24.",10.3390/molecules24244574,MP00090,c1ccc2c(c1)NC1C3CC4CCN3C3CC21CC43
TPCN00051,Cyclopside 1,'1621106-21-5',C=CC(C)(CCC=C(C)C(=O)O)OC1OC(CO)C(OC(C)(C=C)CCC=C(C)C(=O)O)C(O)C1O,Monoterpenoids,0.339,69.0,0.020354,Fruits,Fabaceae,Acacia cyclops,"Bioorg Med Chem Lett, 2014, 24, 3777-3781.",10.1016/j.bmcl.2014.06.075,MP00091,C1CCOCC1
TPCN00052,Jasnudiflosides D,'297740-95-5',CC=C1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCC(C)C1CC(OC(=O)CC2C(C(=O)OC)=COC(OC3OC(CO)C(O)C(O)C3O)C2=CC)C(C)C1CO,Monoterpenoids,0.146,28.6,0.019589,Leaves,Oleaceae,Jasminum nudiflorum,"Chem Pharm Bull (Tokyo), 2000, 48, 1200-1204.",10.1248/cpb.48.1200,MP00092,C=C1C(CC(=O)OCCC2CCC(OC(=O)CC3C=COC(OC4CCCCO4)C3=C)C2)C=COC1OC1CCCCO1
TPCN00053,Cryptolaevilactones B,'2244602-15-9',CC(C)C1C=CC2(CC1)CC(C(=O)CC(O)CC1CC=CC(=O)O1)C2C=Cc1ccccc1,Monoterpenoids,0.0105,2.0,0.019048,Aerial parts,Lauraceae,Cryptocarya laevigata,"Org Lett, 2018, 20, 2282-2286.",10.1021/acs.orglett.8b00624,MP00093,O=C1C=CCC(CCCC(=O)C2CC3(C=CCCC3)C2C=Cc2ccccc2)O1
TPCN00054,Tabernaemontanine,'2134-98-7',CCC1CN(C)C2Cc3c([nH]c4ccccc34)C(=O)CC1C2C(=O)OC,Monoterpenoids,16.0,2000.0,0.0125,Aerial parts,Apocynaceae,Tabernaemontana divaricata,"Nat Prod Res, 2019, 33, 2139-2144.",10.1080/14786419.2018.1488707,MP00094,O=C1CC2CCNC(Cc3c1[nH]c1ccccc31)C2
TPCN00055,Cryptolaevilactones E,'2244602-18-2',CC(C)C1C=CC2(CC1)CC(C(=O)CC1CC3CC(CC(=O)O3)O1)C2C=Cc1ccccc1,Monoterpenoids,0.0105,1.9,0.018095,Aerial parts,Lauraceae,Cryptocarya laevigata,"Org Lett, 2018, 20, 2282-2286.",10.1021/acs.orglett.8b00624,MP00096,O=C1CC2CC(CC(CC(=O)C3CC4(C=CCCC4)C3C=Cc3ccccc3)O2)O1
TPCN00056,Echitamine,'6871-44-9',CC=C1C[N+]2(C)CCC34c5ccccc5NC32C(O)CC1C4(CO)C(=O)OC,Monoterpenoids,15.0,2700.0,0.018,Barks,Apocynaceae,Alstonia scholaris,"Planta Med, 2009, 75, 1537-1541.",10.1055/s-0029-1185900,MP00097,C=C1C[NH+]2CCC34CC1CCC23Nc1ccccc14
TPCN00057,Cantleyine,'30333-81-4',COC(=O)c1cncc2c1CC(O)C2C,Monoterpenoids,1.095,195.0,0.017808,Roots,Loganiaceae,Strychnos trinervis,"Phytomedicine, 1999, 6, 169-176.",10.1016/S0944-7113(99)80005-1,MP00098,c1cc2c(cn1)CCC2
TPCN00058,Cyclopside 2,'1621106-23-7',C=CC(C)(CCC=C(C)C(=O)O)OC1OC(C)C(OC(C)(C=C)CCC=C(C)C(=O)O)C(O)C1O,Monoterpenoids,0.339,60.0,0.017699,Fruits,Fabaceae,Acanthophyllum glandulosum,"Bioorg Med Chem Lett, 2014, 24, 3777-3781.",10.1016/j.bmcl.2014.06.075,MP00099,C1CCOCC1
TPCN00059,"P-menthane-5,6-dihydroxy-3-carboxylic acid",'1262853-79-1',CC(C)C1C(C(=O)O)CC(C)C(O)C1O,Monoterpenoids,1.5,260.0,0.017333,Whole plants,Lamiaceae,Marrubium vulgare,"Nat Prod Res, 2010, 24, 1671-1680.",10.1080/14786410802280976,MP00100,C1CCCCC1
TPCN00060,Isopaeoniflorin,'1579268-45-3',CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(CO)C(O)C(O)C1O,Monoterpenoids,5.0,800.0,0.016,Roots,Paeoniaceae,Paeonia lactiflora,"Fitoterapia, 2008, 79, 117-121.",10.1016/j.fitote.2007.11.001,MP00101,O=C(OCC12C3OC4CC(O3)C1(OC1CCCCO1)CC42)c1ccccc1
TPCN00061,Diversin,'23283-94-5',C=C(C)CC(=O)C=C(C)CCOc1ccc2ccc(=O)oc2c1,Monoterpenoids,0.25,40.0,0.016,Roots,Apiaceae,Ferula assa-foetida,"Phytochemistry, 2001, 57, 1201-1208.",10.1016/s0031-9422(01)00246-1,MP00102,O=c1ccc2ccccc2o1
TPCN00062,Ipecoside,'15401-60-2',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC1c2cc(O)c(O)cc2CCN1C(C)=O,Monoterpenoids,5.0,794.0,0.01588,Roots,Rubiaceae,Cephaelis acuminata,"Phytochemistry, 2002, 59, 91-97.",10.1016/s0031-9422(01)00418-6,MP00103,C1=CC(CC2NCCc3ccccc32)CC(OC2CCCCO2)O1
TPCN00063,Cryptolaevilactones D,'2244602-17-1',CC(C)C1C=CC2(CC1)CC(C(=O)CC1CC3CC(CC(=O)O3)O1)C2C=Cc1ccccc1,Monoterpenoids,0.0105,1.6,0.015238,Aerial parts,Lauraceae,Cryptocarya laevigata,"Org Lett, 2018, 20, 2282-2286.",10.1021/acs.orglett.8b00624,MP00104,O=C1CC2CC(CC(CC(=O)C3CC4(C=CCCC4)C3C=Cc3ccccc3)O2)O1
TPCN00064,Bahienoside A,'552333-60-5',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CCN1CCc2c([nH]c3ccccc23)C1CC1C(C(=O)OC)=COC(OC2OC(CO)C(O)C(O)C2O)C1C=C,Monoterpenoids,1.2,182.0,0.015167,Aerial parts,Rubiaceae,Psychotria bahiensis,"J Nat Prod, 2003, 66, 752-754.",10.1021/np020554a,MP00105,C1=CC(CCN2CCc3c([nH]c4ccccc34)C2CC2C=COC(OC3CCCCO3)C2)CC(OC2CCCCO2)O1
