ID,Name,CAS Number,Standard_Smiles,Type,Total weight /kg,Piece weight /mg,Content(%),Part,Family,Specie,Reference,DOI,ContentID
TPCN00013,Brachycerine,'349647-30-9',COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1CC(O)C2C1NCCc2c1[nH]c1ccccc21,Monoterpenoids,0.454,720.0,0.15859,Leaves,Rubiaceae,Psychotria brachyceras,"J Nat Prod, 2001, 64, 677-679.",10.1021/np000590e,MP00021
TPCN00014,Kodemariosides D,'1222561-29-6',CC(C)=CC1OC(=O)C(=CCOC2OC(COC(=O)C=Cc3ccc(O)cc3)C(O)C(O)C2O)C1O,Monoterpenoids,0.0065,10.0,0.153846,Flowers,Rosaceae,Spiraea cantoniensis,"J Nat Prod, 2010, 73, 814-817.",10.1021/np900699e,MP00022
TPCN00015,Strictosamide,'23141-25-5',C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C2C(=O)N3CCc4c([nH]c5ccccc45)C3CC21,Monoterpenoids,0.1,150.0,0.15,Leaves,Rubiaceae,Nauclea latifolia,"Chem Pharm Bull (Tokyo), 2003, 51, 58-61.",10.1248/cpb.51.58,MP00024
TPCN00016,Nb-demethylechitamine,'60048-88-6',CC=C1CN2CCC34c5ccccc5NC23C(O)CC1C4(CO)C(=O)OC,Monoterpenoids,1.4,1600.0,0.114286,Barks,Apocynaceae,Alstonia rostrata,"Org Lett, 2012, 14, 3450-3453.",10.1021/ol301400e,MP00030
TPCN00017,Uncarine A,'6899-73-6',COC(=O)C1=COC(C)C2CN3CCC4(C(=O)Nc5ccccc54)C3CC12,Monoterpenoids,1.0,1040.0,0.104,Stems,Rubiaceae,Uncaria hirsuta,"Fitoterapia, 2017, 116, 85-92.",10.1016/j.fitote.2016.11.013,MP00033
TPCN00018,Galloylpaeoniflorin,'122965-41-7',CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(COC(=O)c2cc(O)c(O)c(O)c2)C(O)C(O)C1O,Monoterpenoids,2.0,2000.0,0.1,Roots,Paeoniaceae,Paeonia obovata,"Chem Pharm Bull (Tokyo), 2000, 48, 201-207.",10.1248/cpb.48.201,MP00037
TPCN01014,Grosheimin,'22489-66-3',C=C1CC(O)C2C(=C)C(=O)OC2C2C(C)C(=O)CC12,Sesquiterpenoids,1.0,1800.0,0.18,Leaves,Asteraceae,Cynara scolymus,Bioorg Med Chem Lett 13(2): 223-228.(2003),10.1016/s0960-894x(02)00889-2,SP00266
TPCN00088,Pure betulinic,'472-15-1',C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,Triterpenoids,1.7,2500.0,0.147059,Aerial parts,Lamiaceae,Eriope blanchetii,"Molecules. 2012. 17, 12197-12205.",10.3390/molecules171012197.,TP00002
TPCN03070,Compound 1 (lupeol),'545-47-1',C=C(C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,Triterpenoids,0.006,26.0,0.433333,Leaves,Asteraceae,Vernonia brasiliana,"Planta Med 63, 554-555 (1997).",10.1055/s-2006-957764,TP00037
TPCN03537,Oleanolic acid,'508-02-1',CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,Triterpenoids,2.4,2500.0,0.104167,Aerial parts,Lamiaceae,Eriope blanchetii,Biol Pharm Bull 29(1): 82-85.,10.1248/bpb.29.82,TP00043
TPCN03570,Hederasaponin C,'14216-03-6',CC1OC(OC2C(CO)OC(OCC3OC(OC(=O)C45CCC(C)(C)CC4C4=CCC6C7(C)CCC(OC8OCC(O)C(O)C8OC8OC(C)C(O)C(O)C8O)C(C)(CO)C7CCC6(C)C4(C)CC5)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,Triterpenoids,6.1,7500.0,0.122951,Aerial parts,Ranunculaceae,Clematis tibetana,Chem Pharm Bull (Tokyo) . 2001 May;49(5):635-8,10.1248/cpb.49.635,TP00115
TPCN03656,3-O-β-D-glucopyranosyl(1 → 2)-β-D-glucopyranosyl oleanolic acid,'58231-99-5',CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,Triterpenoids,0.2,304.0,0.152,Fruits,Araliaceae,Hedera helix,"Phytochemistry 53, 905-909 (2000).",10.1016/s0031-9422(99)00503-8,TP00280
TPCN03665,Ilexoside XLVIII,'129095-76-7',CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,Triterpenoids,1.39,1928.0,0.138705,Fruits,Araliaceae,Acanthopanax senticosus,Chem Pharm Bull (Tokyo) 55(7): 1087-1089.,10.1248/cpb.55.1087,TP00290
TPCN03851,Sapindoside B,'30994-75-3',CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)O)CCC45C)C3(C)CO)OCC(O)C2O)C(O)C(OC2OCC(O)C(O)C2O)C1O,Triterpenoids,1.6,3600.0,0.225,Peels,Sapindaceae,Sapindus emarginatus,Chem Pharm Bull (Tokyo) . 2001 Sep;49(9):1195-7,10.1248/cpb.49.1195,TP00573
TPCN03889,Onjisaponin B,'35906-36-6',COc1ccc(C=CC(=O)OC2C(C)OC(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(CO)C(O)C(O)C7O)C(C)(C(=O)O)C6CCC5(C)C3(CO)CC4)C(OC3OC(C)C(OC4OCC(OC5OC(CO)C(O)C(O)C5O)C(O)C4O)C(O)C3O)C2OC2OC(C)C(O)C(O)C2O)cc1,Triterpenoids,5.0,5060.0,0.1012,Roots,Polygalaceae,Polygala tenuifolia,Nat Prod Commun 9(3): 379-382.,10.1016/j.meatsci.2013.11.023,TP00637
TPCN04058,Cauloside D,'12672-45-6',CC1OC(OC2C(CO)OC(OCC3OC(OC(=O)C45CCC(C)(C)CC4C4=CCC6C7(C)CCC(OC8OCC(O)C(O)C8O)C(C)(CO)C7CCC6(C)C4(C)CC5)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,Triterpenoids,4.0,4200.0,0.105,Whole plants,Ranunculaceae,Anemone begoniifolia,J Asian Nat Prod Res 6(3): 211-215.,10.1080/10286020310001653264,TP00850
TPCN04174,Acankoreoside A,'126594-50-1',C=C(C)C1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C(=O)O)C5CCC43C)C12,Triterpenoids,0.35,1200.0,0.342857,Leaves,Araliaceae,Acanthopanax gracilistylus,Arch Pharm Res 25(6): 831-836.,10.1007/bf02977000,TP00983
TPCN04175,Clematichinenoside AR,'761425-93-8',CC1OC(OCC2OC(OC3C(CO)OC(OC4COC(OC5C(O)C(C)OC(OC6C(OC7CCC8(C)C(CCC9(C)C8CC=C8C%10CC(C)(C)CCC%10(C(=O)OC%10OC(COC%11OC(CO)C(OC%12OC(C)C(O)C(O)C%12O)C(O)C%11O)C(O)C(O)C%10O)CCC89C)C7(C)C)OCC(O)C6O)C5O)C(O)C4O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,Triterpenoids,5.0,12000.0,0.24,Roots,Ranunculaceae,Clematis chinensis,J Asian Nat Prod Res 11(5): 389-396.,10.1080/10286020902867268,TP00984
TPCN04176,Leontoside D,'20830-84-6',CC1OC(OC2C(CO)OC(OCC3OC(OC(=O)C45CCC(C)(C)CC4C4=CCC6C7(C)CCC(OC8OCC(OC9OC(CO)C(O)C(O)C9O)C(O)C8O)C(C)(CO)C7CCC6(C)C4(C)CC5)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,Triterpenoids,4.0,8200.0,0.205,Whole plants,Ranunculaceae,Anemone begoniifolia,J Asian Nat Prod Res 6(3): 211-215.,10.1080/10286020310001653264,TP00987
TPCN04177,Pseudoginsenoside F11,'69884-00-0',CC1OC(OC2C(OC3CC4(C)C(CC(O)C5C(C6(C)CCC(C(C)(C)O)O6)CCC54C)C4(C)CCC(O)C(C)(C)C34)OC(CO)C(O)C2O)C(O)C(O)C1O,Triterpenoids,1.0,1890.0,0.189,Roots,Araliaceae,Panax ginseng,Nat Prod Res 26(8): 731-735.,10.1080/14786419.2010.551644,TP00990
TPCN04178,"3α-hydroxy-lup-20(29)en-23, 28-dioic acid",'83725-39-7',C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C(=O)O)C5CCC43C)C12,Triterpenoids,4.5,5100.0,0.113333,Leaves,Araliaceae,Oplopanax horridus,Nat Prod Commun 5(7): 1019-1022.,10.1177/1934578X1000500706,TP00992
TPCN04179,Raddeanoside R13,'106577-39-3',CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)O)CCC45C)C3(C)C)OCC(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O,Triterpenoids,2.0,2100.0,0.105,Roots,Ranunculaceae,Pulsatilla koreana,Molecules 18(5): 5306-5316.,10.3390/molecules18055306,TP00994
TPCN04181,Asiaticoside,'16830-15-2',CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,Triterpenoids,0.9,5300.0,0.588889,Leaves,Apiaceae,Centella asiatica,Planta Med. 2010 Jul;76(10):1018-21.,10.1055/s-0029-1240864.,TP01001
TPCN04188,Madecassoside,'34540-22-2',CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC43C)C2C1C,Triterpenoids,0.9,1400.0,0.155556,Leaves,Apiaceae,Centella asiatica,Planta Med. 2010 Jul;76(10):1018-21.,10.1055/s-0029-1240864.,TP01011
TPCN04200,Deglucocyclamin,'23643-61-0',CC1(C=O)CCC23COC4(CCC5C6(C)CCC(OC7OCC(OC8OC(CO)C(O)C(O)C8OC8OCC(O)C(O)C8O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(C)(C)C6CCC5(C)C4(C)CC2O)C3C1,Triterpenoids,0.3,328.0,0.109333,Subterraneous stems,Primulaceae,Cyclamen mirabile,"J Nat Prod 60, 315-318 (1997)",10.1021/np960658j,TP01034
TPCN04317,Compound 2 (β3-amyri),'559-70-6',CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,Triterpenoids,0.006,8.0,0.133333,Leaves,Asteraceae,Vernonia brasiliana,"Planta Med 63, 554-555 (1997).",10.1055/s-2006-957764,TP01217
TPCN04422,Soyasaponins A1,'78693-94-4',CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(OC2OCC(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C1O,Triterpenoids,0.29,348.0,0.12,Seeds,Fabaceae,Glycine max,"Planta Med 75, 371-374 (2009).",10.1055/s-0028-1112221,TP01352
TPCN04514,Soyasaponin I,'51330-27-9',CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,Triterpenoids,0.29,802.0,0.276552,Seeds,Fabaceae,Glycine max,"Planta Med 75, 371-374 (2009).",10.1055/s-0028-1112221,TP01460
TPCN04523,Soyasaponin II,'55319-36-3',CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OCC(O)C2O)C(O)C(O)C1O,Triterpenoids,0.29,863.0,0.297586,Seeds,Fabaceae,Glycine max,"Planta Med 75, 371-374 (2009).",10.1055/s-0028-1112221,TP01476
TPCN04810,Betulin 1,'473-98-3',C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,Triterpenoids,0.015,125.0,0.833333,Barks,Betulaceae,Betula papyrifera,"Langmuir 31, 13664-13672 (2015).",10.1021/acs.langmuir.5b03730,TP01812
TPCN04812,Beciumecine 2,'220788-71-6',CC1OC(OC2C(O)COC(OC3C(C)OC(OC4C(OC(=O)C56CCC(C)(C)CC5C5=CCC7C8(C)CC(O)C(OC9OC(CO)C(O)C(O)C9O)C(CO)(CO)C8C(O)CC7(C)C5(C)CC6)OCC(O)C4O)C(O)C3O)C2O)C(O)C(O)C1O,Triterpenoids,0.01,32.0,0.32,Barks,Lamiaceae,Ocimum grandiflorum,"Phytochemistry 49, 2087-2095 (1998).",10.1016/s0031-9422(98)00413-0,TP01816
TPCN04813,Beciumecine 1,'220788-69-2',CC1OC(OC2C(O)COC(OC3C(C)OC(OC4C(OC(=O)C56CCC(C)(C)CC5C5=CCC7C8(C)CC(O)C(OC9OC(CO)C(O)C(O)C9O)C(C)(CO)C8C(O)CC7(C)C5(C)CC6)OCC(O)C4O)C(O)C3OC3OCC(O)(CO)C3O)C2O)C(O)C(O)C1O,Triterpenoids,0.01,29.0,0.29,Barks,Lamiaceae,Ocimum grandiflorum,"Phytochemistry 49, 2087-2095 (1998).",10.1016/s0031-9422(98)00413-0,TP01817
TPCN04814,Astrasieversianins Ⅱ,'101843-91-8',CC(=O)OC1C(O)COC(OC2CCC34CC35CCC3(C)C(C6(C)CCC(C(C)(C)O)O6)C(O)CC3(C)C5CC(OC3OCC(O)C(O)C3O)C4C2(C)C)C1OC(C)=O,Triterpenoids,0.27,520.0,0.192593,Roots,Fabaceae,Astragalus melanophrurius,"Planta Med 63, 183-186 (1997)",10.1055/s-2006-957642,TP01818
TPCN04815,Astragaloside IV,'84687-43-4',CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CC(OC5OC(CO)C(O)C(O)C5O)C5C(C)(C)C(OC6OCC(O)C(O)C6O)CCC56CC46CCC23C)O1,Triterpenoids,0.25,455.0,0.182,Roots,Fabaceae,Astragalus brachypterus,"J Nat Prod 61, 1469-1472 (1998)",10.1021/np9801763,TP01819
TPCN04816,Pittangretoside A,'1593946-54-3',CC=C(C)C(=O)OC1CC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C7O)C(OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)C(O)C(O)C12CO,Triterpenoids,0.14,160.0,0.114286,Leaves,Pittosporaceae,Pittosporum angustifolium,"Planta Med 79, 1461-1469 (2013)",10.1055/s-0033-1350806,TP01821
TPCN04817,Saponin 1,'39776-12-0',CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,Triterpenoids,0.3,340.0,0.113333,Roots,Fabaceae,Medicago hybrida,"J Agric Food Chem 54, 2520-2526 (2006)",10.1021/jf0581628,TP01823
TPCN04818,Saponin 7,'881310-60-7',CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CCC7(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC56C)C4(C)CO)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,Triterpenoids,0.3,330.0,0.11,Roots,Fabaceae,Medicago hybrida,"J Agric Food Chem 54, 2520-2526 (2006)",10.1021/jf0581628,TP01824
TPCN04819,Saponin 2,'51161-58-1',CC1OC(OC2C(O)C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(CO)C(O)C(O)C6O)CCC45C)C3(C)C)OC(C(=O)O)C2O)C(O)C(O)C1O,Triterpenoids,1.0,1000.0,0.1,Aerial parts,Opiliaceae,Opilia celtidifolia,"Phytochemistry 33, 657-661 (1993)",10.1016/0031-9422(93)85468-7,TP01825
TPCN05173,Ingasaponin,'1851319-95-3',C=CC(C)(CCC=C(C)C(=O)OC1C(C)OC(OC(C)(C=C)CCC=C(C)C(=O)OC2C(C)OC(OC(C)(C=C)CCC=C(C)C(=O)OC3C(C)OC(OC(C)(C=C)CCC=C(CO)C(=O)OC4CC5(C(=O)OC6OC(CO)C(O)C(O)C6OC6OC(C)C(OC7OC(CO)C(O)C7O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(O)CC6(C)C(=CCC7C8(C)CCC(OC9OC(COC%10OCC(O)C(O)C%10OC%10OCC(O)C(O)C%10O)C(O)C(O)C9NC(C)=O)C(C)(C)C8CCC76C)C5CC4(C)C)C(O)C3O)C(O)C2O)C(O)C1O)OC1OC(C)C(O)C(O)C1O,Triterpenoids,0.5,710.0,0.142,Seeds,Fabaceae,Inga laurina,"Carbohydr Res 420, 23-31 (2016)",10.1016/j.carres.2015.11.008,TP02223
TPCN05243,Quinovic acid 3b-O-6-deoxy-b-Dallopyranoside,'107870-05-3',CC1CCC2(C(=O)O)CCC3(C(=O)O)C(=CCC4C5(C)CCC(OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1C,Triterpenoids,1.0,2600.0,0.26,Barks,Rubiaceae,Ladenbergia hexandra,"Phytochemistry. 2017. 136, 147-155.",10.1016/j.phytochem.2017.01.014,TP02299
TPCN05244,Cumingianosides A,'144608-17-3',CC(=O)OCC1OC(OC2CC3C(C)(C)C(OC(C)=O)CCC3(C)C3CCC45CC4(CCC5C(C)CC(O)C(O)C(C)(C)O)C23C)C(O)C(O)C1O,Triterpenoids,8.7,15000.0,0.172414,Leaves,Meliaceae,Dysoxylum cumingianum,"Chem Pharm Bull (Tokyo). 1997. 45, 68-74.",10.1248/cpb.45.68,TP02302
TPCN05245,Acaciaside,'120028-48-0',CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6OC6OCC(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CC(O)C23CC1OC3=O,Triterpenoids,1.5,2100.0,0.14,Fruits,Fabaceae,Acacia auriculiformis,"Phytochemistry. 1997. 44, 137-140.",10.1016/s0031-9422(96)00399-8.,TP02303
TPCN05246,Rivaloside E,'148031-74-7',CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,Triterpenoids,0.145,164.0,0.113103,Aerial parts,Rubiaceae,Galium rivale,"Phytochemistry. 2000. 54, 751-756.",10.1016/s0031-9422(00)00149-7,TP02304
TPCN05247,Tingenone,'50802-21-6',CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)C(=O)CC3(C)CCC12C,Triterpenoids,1.5,1500.0,0.1,Roots,Celastraceae,Maytenus imbricata,"Eur J Pharmacol. 2015. 755, 1-5.",10.1016/j.ejphar.2015.02.038,TP02305
TPCN05655,Bernardiosides C4,'121340-61-2',CC1OC(OC2C(O)COC(OC3C(C)OC(OC4C(OC(=O)C56CCC(C)(C)CC5C5=CCC7C8(C)CC(O)C(OC9OC(C)C(O)C(O)C9O)C(C)(CO)C8CCC7(C)C5(C)CC6O)OC(C)C(O)C4O)C(O)C3O)C2O)C(O)C(O)C1O,Triterpenoids,0.2,225.0,0.1125,Whole plants,Asteraceae,Bellis bernardii,J Nat Prod. 1996 Oct;59(10):939-43.,10.1021/np960400t.,TP02750
TPCN05657,Pittoviridoside,'398143-71-0',CC=C(C)C(=O)OC1C(OC(=O)C=C(C)C)C2(CO)C(CC1(C)C)C1=CCC3C4(C)CCC(OC5OC(C(=O)O)C(OC6OC(CO)C(O)C6O)C(OC6OCC(O)C(O)C6O)C5OC5OC(CO)C(O)C(O)C5O)C(C)(C)C4CCC3(C)C1(C)C(O)C2O,Triterpenoids,0.00271,13.0,0.479705,Leaves,Pittosporaceae,Pittosporum viridiflorum,J Nat Prod. 2002 Jan;65(1):65-8.,10.1021/np010327t.,TP02754
TPCN05658,Besysaponin C12,'160098-74-8',CC1OC(OC2C(O)CC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(C)C(O)C(O)C5OC5OC(C)C(OC6OCC(O)C(O)C6O)C(O)C5O)C(O)CC34C)C2(C)CO)C(O)C(O)C1O,Triterpenoids,0.4,1100.0,0.275,Whole plants,Asteraceae,Bellis sylvestris,J Nat Prod. 1996 Apr;59(4):355-9.,10.1021/np9600715.,TP02756
TPCN05659,"Urs-12-en-28-oic acid, 3-(α-L-arabinopyranosyloxy)-19,23-dihydroxy-, β-D-glucopyranosyl ester, (3β,4α)- (9CI, ACI)",'284685-29-6',CC1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1(C)O,Triterpenoids,0.28,538.0,0.192143,Leaves,Rubiaceae,Rosenbergiodendron formosum,Phytochemistry. 2000 May;54(1):77-84.,10.1016/s0031-9422(00)00034-0.,TP02758
TPCN05660,"Urs-12-en-28-oic acid, 3-[(3-O-β-D-glucopyranosyl-α-L-arabinopyranosyl)oxy]-19-hydroxy-, β-D-glucopyranosyl ester, (3β)- (9CI, ACI)",'243635-66-7',CC1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1(C)O,Triterpenoids,0.28,460.0,0.164286,Leaves,Rubiaceae,Rosenbergiodendron formosum,Phytochemistry. 2000 May;54(1):77-84.,10.1016/s0031-9422(00)00034-0.,TP02759
TPCN05661,Ilexoside XXVII,'147235-21-0',CC1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1(C)O,Triterpenoids,0.28,401.0,0.143214,Leaves,Rubiaceae,Rosenbergiodendron formosum,Phytochemistry. 2000 May;54(1):77-84.,10.1016/s0031-9422(00)00034-0.,TP02760
TPCN05662,Bernardiosides D,'112515-98-7',CC1OC(OC2C(O)COC(OC3C(C)OC(OC4C(OC(=O)C56CCC(C)(C)CC5C5=CCC7C8(C)CC(O)C(OC9OC(CO)C(O)C(O)C9O)C(C)(CO)C8CCC7(C)C5(C)CC6O)OC(C)C(O)C4O)C(O)C3O)C2O)C(O)C(O)C1O,Triterpenoids,0.2,265.0,0.1325,Whole plants,Asteraceae,Bellis bernardii,J Nat Prod. 1996 Oct;59(10):939-43.,10.1021/np960400t.,TP02762
TPCN05663,Bauerenol,'6466-94-0',CC1CCC2(C)CCC3(C)C4=CCC5C(C)(C)C(O)CCC5(C)C4CCC3(C)C2C1C,Triterpenoids,8.0,8200.0,0.1025,Barks,Euphorbiaceae,Suregada angustifolia,Tumour Biol. 2017 Apr;39(4):1010428317698387.,10.1177/1010428317698387.,TP02764
