ID,Name,CAS Number,Standard_Smiles,Type,Total weight /kg,Piece weight /mg,Content(%),Part,Family,Specie,Reference,DOI,ContentID,Scaffold_Smiles
TPCN02295,Delavaine A,'109291-57-8',CCN1CC2(COC(=O)c3ccccc3NC(=O)C(C)CC(=O)OC)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14,Diterpenoids,10.0,18.7,0.000187,Aerial parts,Ranunculaceae,Delphinium chrysotrichum,"Fitoterapia 139, 104407 (2019).",10.1016/j.fitote.2019.104407,DP00153,O=C(OCC12CCCC34C5CC6CCC(C5C6)C(CC13)C4NC2)c1ccccc1
TPCN02316,3-deoxyacontine,'3175-95-9',CCN1CC2(COC)CCC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,Diterpenoids,2.5,10.0,0.0004,Roots,Ranunculaceae,Aconitum carmichaeli,"Nat Prod Res 31, 228-232 (2017).",10.1080/14786419.2016.1219863,DP00178,O=C(OC1C2CCC3C4CC5C6CCCC5(C(C2)C31)C4NC6)c1ccccc1
TPCN02341,Rabdokunmin C,'126005-67-2',C=C1C(=O)C23C(O)CC4C(C)(CO)CCCC4(C)C2CC(O)C1C3O,Diterpenoids,3.0,3.5,0.000117,Aerial parts,Lamiaceae,Isodon inflexus,"Nat Prod Res 30, 995-1000 (2016).",10.1080/14786419.2015.1094803,DP00208,C=C1C(=O)C23CCC4CCCCC4C2CCC1C3
TPCN02346,Yunaconitine,'70578-24-4',CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14,Diterpenoids,20.0,50.0,0.00025,Roots,Ranunculaceae,Aconitum nagarum,Planta Med 2005; 71: 1073±1076,10.1055/s-2005-873135,DP00217,O=C(OC1C2CCC3C4CC5C6CCCC5(C(C2)C31)C4NC6)c1ccccc1
TPCN02348,Vitexilactone,'61263-49-8',CC(=O)OC1CC(C)C(O)(CCC2=CC(=O)OC2)C2(C)CCCC(C)(C)C12,Diterpenoids,1.994,4.0,0.000201,Fruits,Verbenaceae,Vitex agnus-castus,"Chem Pharm Bull (Tokyo) 59, 392-396 (2011).",10.1248/cpb.59.392,DP00221,O=C1C=C(CCC2CCCC3CCCCC32)CO1
TPCN02368,Aconitine,'302-27-2',CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,Diterpenoids,13.0,56.0,0.000431,Roots,Ranunculaceae,Aconitum brachypodum,"J Asian Nat Prod Res 18, 908-912 (2016).",10.1080/10286020.2016.1173677,DP00244,O=C(OC1C2CCC3C4CC5C6CCCC5(C(C2)C31)C4NC6)c1ccccc1
TPCN02370,Delectinine,'58480-82-3',CCN1CC2(CO)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6O)C(O)(C(OC)C23)C14,Diterpenoids,10.25,11.0,0.000107,Whole plants,Ranunculaceae,Aconitum kirinense,"Fitoterapia 141, 104477 (2020).",10.1016/j.fitote.2020.104477,DP00249,C1CC2CNC3C4CC2C3(C1)C1CC2CCC4C1C2
TPCN02404,Senbusine A,'82202-95-7',CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C5C6O)C(C(O)C23)C14,Diterpenoids,0.0574,0.3,0.000523,Aerial parts,Ranunculaceae,Aconitum napellus,"J Nat Prod 62, 701-704 (1999).",10.1021/np980442c,DP00286,C1CC2CNC3C4CC2C3(C1)C1CC2CCC4C1C2
TPCN02412,Songoramine,'23179-78-4',C=C1C2CC3(C1O)C1CC4C5(C)CCC6OC5N(CC)C1C64C3CC2=O,Diterpenoids,20.0,130.0,0.00065,Roots,Ranunculaceae,Aconitum nagarum,Planta Med 2005; 71: 1073±1076,10.1055/s-2005-873135,DP00296,C=C1CC23CC1C(=O)CC2C12C4CCC5C(NC1C3CC52)O4
TPCN02419,Indaconitine,'4491-19-4',CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,Diterpenoids,20.0,20.0,0.0001,Roots,Ranunculaceae,Aconitum nagarum,Planta Med 2005; 71: 1073±1076,10.1055/s-2005-873135,DP00305,O=C(OC1C2CCC3C4CC5C6CCCC5(C(C2)C31)C4NC6)c1ccccc1
TPCN02437,"3alpha,11beta-dihydroxy-ent-isopimara-8(14),15-dien-2-one",'909566-72-9',C=CC1(C)C=C2CCC3C(C)(C)C(O)C(=O)CC3(C)C2C(O)C1,Diterpenoids,7.5,40.0,0.000533,Woods,Euphorbiaceae,Excoecaria agallocha,"J Asian Nat Prod Res 7, 729-734 (2005).",10.1080/1028602042000324943,DP00326,O=C1CCC2CCC3=CCCCC3C2C1
TPCN02456,N-deethylaconitine,'3327-35-3',COCC12CNC3C4C(OC)C1C3(C(OC)CC2O)C1CC2(O)C(OC)C(O)C4(OC(C)=O)C1C2OC(=O)c1ccccc1,Diterpenoids,13.0,29.0,0.000223,Roots,Ranunculaceae,Aconitum brachypodum,"J Asian Nat Prod Res 18, 908-912 (2016).",10.1080/10286020.2016.1173677,DP00347,O=C(OC1C2CCC3C4CC5C6CCCC5(C(C2)C31)C4NC6)c1ccccc1
TPCN02461,14-O-acetylsenbusine A,'158784-70-4',CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C5C6OC(C)=O)C(C(O)C23)C14,Diterpenoids,5.8,11.3,0.000195,Whole plants,Ranunculaceae,Aconitum sinchiangense,"Nat Prod Res 32, 2319-2324 (2018).",10.1080/14786419.2017.1410814,DP00353,C1CC2CNC3C4CC2C3(C1)C1CC2CCC4C1C2
TPCN02464,Aconine,'509-20-6',CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(O)C5C(O)(C(O)C6OC)C(C(OC)C23)C14,Diterpenoids,13.0,26.0,0.0002,Roots,Ranunculaceae,Aconitum brachypodum,"J Asian Nat Prod Res 18, 908-912 (2016).",10.1080/10286020.2016.1173677,DP00357,C1CC2CNC3C4CC2C3(C1)C1CC2CCC4C1C2
TPCN02475,Columbin,'546-97-4',CC12CC(c3ccoc3)OC(=O)C1CCC1(C)C2C2C=CC1(O)C(=O)O2,Diterpenoids,10.0,13.0,0.00013,Roots,Menispermaceae,Tinospora sagittata,"Molecules 15, 8360-8365 (2010).",10.3390/molecules15118360,DP00373,O=C1OC2C=CC1C1CCC3C(=O)OC(c4ccoc4)CC3C21
TPCN02487,Macrorieuphorone A,'1648739-98-3',CC1CC2(O)C(=O)C3(C)C(OC(=O)c4ccccc4)C4C(CCC3(C)C(O)C2C1O)C4(C)C,Diterpenoids,2.41,24.0,0.000996,Whole plants,Euphorbiaceae,Euphorbia macrorrhiza,"Phytochemistry 122, 246-253 (2016).",10.1016/j.phytochem.2015.12.003,DP00385,O=C(OC1C2CC2CCC2CC3CCCC3C(=O)C21)c1ccccc1
TPCN02488,Microtropiosides F,'1227698-67-0',C=CC1(C)OC2(C)CCC3C(C)(C)C(OC4OC(CO)C(O)C(O)C4O)CCC3(C)C2CC1OC1OC(CO)C(O)C(O)C1O,Diterpenoids,3.25,31.8,0.000978,Leaves,Celastraceae,Microtropis japonica,"Phytochemistry 71, 675-681 (2010).",10.1016/j.phytochem.2010.01.004,DP00386,C1CCC(OC2CCC3C(CCC4OCC(OC5CCCCO5)CC43)C2)OC1
TPCN02489,Karakoline,'39089-30-0',CCN1CC2(C)CCC(O)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O,Diterpenoids,5.0,6.0,0.00012,Roots,Ranunculaceae,Aconitum hemsleyanum,"Nat Prod Res, 1-6 (2019).",10.1080/14786419.2018.1560292,DP00387,C1CC2CNC3C4CC2C3(C1)C1CC2CCC4C1C2
TPCN02490,Beiwusines B,'224790-30-1',C=C1C2CC(=O)C3(CCC4C5(C)CCC(O)C4(CN(CCO)C5)C3C2)C1O,Diterpenoids,8.5,83.0,0.000976,Roots,Ranunculaceae,Aconitum kusnezoffii,"J Asian Nat Prod Res 1, 87-92 (1998).",10.1080/10286029808039848,DP00390,C=C1CC23CCC4C5CCCC4(CNC5)C2CC1CC3=O
TPCN02491,Demethylkamebacetal A,'122797-20-0',C=C1C(=O)C23C4CC5C(C)(C)CCC(O)C5(C(O)O4)C2CCC1C3O,Diterpenoids,3.0,29.0,0.000967,Aerial parts,Lamiaceae,Isodon inflexus,"Nat Prod Res 30, 995-1000 (2016).",10.1080/14786419.2015.1094803,DP00391,C=C1C(=O)C23CC1CCC2C12CCCCC1CC3OC2
TPCN02492,Majusine C,'1097648-73-1',CCN1CC2(C)C=CC(O)C34C5CC6C(OC)CC(O)(C5C6OC(C)=O)C(O)(C(OC(C)=O)C23)C14,Diterpenoids,6.0,57.7,0.000962,Whole plants,Ranunculaceae,Delphinium majus,"J Nat Prod 72, 18-23 (2009).",10.1021/np800439a,DP00392,C1=CC2CNC3C4CC2C3(C1)C1CC2CCC4C1C2
TPCN02493,Carnosol,'5957-80-2',CC(C)c1cc2c(c(O)c1O)C13CCCC(C)(C)C1CC2OC3=O,Diterpenoids,3.0,28.6,0.000953,Roots,Lamiaceae,Salvia digitaloides,"J Agric Food Chem 58, 12157-12161 (2010).",10.1021/jf103366g,DP00393,O=C1OC2CC3CCCCC13c1ccccc12
TPCN02494,,'1309362-20-6',CC=C(C)C(=O)OC1C2C(OC(=O)CC)C(C)CC2(O)C(=O)C(C)(OC(C)=O)C2C3C(CC(O)C12COC(=O)c1cccnc1)C3(C)C,Diterpenoids,2.0,19.0,0.00095,Aerial parts,Lamiaceae,Euphorbia macroclada,"Fitoterapia 81, 884-890 (2010).",10.1016/j.fitote.2010.05.015,DP00394,O=C(OCC12CCC3CC3C1CC(=O)C1CCCC1C2)c1cccnc1
TPCN02495,Lyciumosiiide III,'150396-02-4',C=CC(C)(CCC=C(C)CCC=C(C)CCC(OC1OC(CO)C(O)C(O)C1O)C(C)(C)O)OC1OC(CO)C(O)C(O)C1O,Diterpenoids,2.0,19.0,0.00095,Whole plants,Solanaceae,Lycium chinense,"Chem Pharm Bull (Tokyo) 41, 703-709 (1993).",10.1248/cpb.41.703,DP00395,C(=CCCCOC1CCCCO1)CCC=CCCCOC1CCCCO1
TPCN02496,Cussovantoside C,'485813-22-7',CC1(COC2OC(COC3OCC(O)(CO)C3O)C(O)C(O)C2O)CCCC2(C)C1CCC13CC(CCC12)C(O)(CO)C3,Diterpenoids,1.9,18.0,0.000947,Leaves,Araliaceae,Cussonia vantsilana,"Phytochemistry 61, 367-372 (2002).",10.1016/s0031-9422(02)00263-7,DP00396,C1COC(OCC2CCCC(OCC3CCCC4C3CCC35CCC(CCC43)C5)O2)C1
TPCN02497,"Ent-labda-8(17),13E-diene-3beta,15-diol",'91925-68-7',C=C1CCC2C(C)(C)C(O)CCC2(C)C1CCC(C)=CCO,Diterpenoids,7.5,70.0,0.000933,Woods,Euphorbiaceae,Excoecaria agallocha,"J Asian Nat Prod Res 7, 729-734 (2005).",10.1080/1028602042000324943,DP00397,C=C1CCC2CCCCC2C1
TPCN02498,Cussoside D,'461024-93-1',CC1=CCCC2C1(COC1OC(COC3OCC(O)(CO)C3O)C(O)C(O)C1O)CCC(C)C2(C)CCC(=CCO)CO,Diterpenoids,1.75,16.2,0.000926,Leaves,Araliaceae,Cussonia racemosa,"Phytochemistry 60, 339-343 (2002).",10.1016/s0031-9422(02)00064-x,DP00398,C1=CC2(COC3CCCC(COC4CCCO4)O3)CCCCC2CC1
TPCN02499,3b-Acetoxynorerythrosuamide,'1253404-70-4',COC(=O)C1(C)C(OC(C)=O)CCC2(C)C3CCC(=CC(=O)N(C)CCO)C(C)C3C(O)C(=O)C21,Diterpenoids,5.2,48.0,0.000923,Leaves,Fabaceae,Erythrophleum fordii,"Phytochemistry 71, 1749-1755 (2010).",10.1016/j.phytochem.2010.07.004,DP00399,C=C1CCC2C(C1)CC(=O)C1CCCCC12
TPCN02500,14-anisoylliljestrandisine,'2237247-07-1',CCN1CC2(COC)CCC(OC)C34C5CC6C(O)CC(O)(C(CC23)C14)C5C6OC(=O)c1ccc(OC)cc1,Diterpenoids,5.0,46.0,0.00092,Roots,Ranunculaceae,Aconitum tsaii,"J Asian Nat Prod Res 19, 457-461 (2017).",10.1080/10286020.2016.1234457,DP00400,O=C(OC1C2CCC3C4CC5C6CCCC5(C(C2)C31)C4NC6)c1ccccc1
TPCN02501,Majusine A,'1097648-71-9',CCN1CC2(COC(=O)c3ccccc3NC(C)=O)CCC(O)C34C5CC6C(OC)CC(O)(C5C6O)C(O)(C(OC)C23)C14,Diterpenoids,6.0,55.0,0.000917,Whole plants,Ranunculaceae,Delphinium majus,"J Nat Prod 72, 18-23 (2009).",10.1021/np800439a,DP00401,O=C(OCC12CCCC34C5CC6CCC(C5C6)C(CC13)C4NC2)c1ccccc1
TPCN02502,Fischericin C,'2129168-13-2',CC1(O)CC23CC1CCC2(O)C12CCCC(C)(C(=O)OC1)C2CC3O,Diterpenoids,11.2,102.6,0.000916,Aerial parts,Fabaceae,Bauhinia championii,"Nat Prod Res 32, 2577-2582 (2018).",10.1080/14786419.2018.1428594,DP00402,O=C1OCC23CCCC1C2CCC12CCC(CCC13)C2
TPCN02503,Amarantholidoside IV,'913734-28-8',C=CC(C)(O)CCC=C(C)CCC(OC1OC(CO)C(O)C(O)C1O)C(C)(C)O,Diterpenoids,3.25,29.6,0.000911,Leaves,Celastraceae,Microtropis japonica,"Phytochemistry 71, 675-681 (2010).",10.1016/j.phytochem.2010.01.004,DP00403,C1CCOCC1
TPCN02504,Methyl 3alpha-hydroxy-7-oxo-dehydroabietate,'361572-45-4',COC(=O)C1(C)C(O)CCC2(C)c3ccc(C(C)C)cc3C(=O)CC21,Diterpenoids,1.1,10.0,0.000909,Stems,Meliaceae,Pterorhachis zenkeri,"Fitoterapia 72, 386-393 (2001).",10.1016/s0367-326x(00)00341-5,DP00404,O=C1CC2CCCCC2c2ccccc21
TPCN02505,0,'959843-32-4',COC1CC23OCOC24C(OC(C)=O)C2C5(C)C=NC4C2(C(OC)CC5)C2CC1C(OC)C23,Diterpenoids,4.4,40.0,0.000909,Roots,Ranunculaceae,Delphinium tiantaishanense,"Molecules 12, 353-360 (2007).",10.3390/12030353,DP00405,C1=NC2C34CCCC1C3CC21OCOC12CCC1CC4C2C1
TPCN02506,Capsianoside XIII,'919120-84-6',C=CC(C)(CCC=C(C)CCC=C(C)CCC=C(C)COC1OC(COC2OC(C)C(O)C(O)C2O)C(OC2OC(C)C(O)C(O)C2O)C(O)C1O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Diterpenoids,3.15,28.6,0.000908,Fruits,Solanaceae,Capsicum annuum,"Chem Pharm Bull (Tokyo) 54, 1365-1369 (2006).",10.1248/cpb.54.1365,DP00406,C(=CCCC=CCOC1CCC(OC2CCCCO2)C(COC2CCCCO2)O1)CCC=CCCCOC1CCC(OC2CCCCO2)CO1
TPCN02507,Jolkinol A,'62820-11-5',CC1CC2(OC(=O)C=Cc3ccccc3)C(=O)C(CO)=CC3C(CCC4(C)OC4C2C1O)C3(C)C,Diterpenoids,16.7,151.1,0.000905,Roots,Euphorbiaceae,Euphorbia fischeriana,"Nat Prod Res, 1-9 (2019).",10.1080/14786419.2019.1607331,DP00407,O=C(C=Cc1ccccc1)OC12CCCC1C1OC1CCC1CC1C=CC2=O
TPCN02508,Capsianoside XV,'919120-85-7',C=CC(C)(CCC=C(CO)CCC=C(C)CCC=C(C)COC1OC(COC2OC(C)C(O)C(O)C2O)C(OC2OC(C)C(O)C(O)C2O)C(O)C1O)OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Diterpenoids,3.15,28.5,0.000905,Fruits,Solanaceae,Capsicum annuum,"Chem Pharm Bull (Tokyo) 54, 1365-1369 (2006).",10.1248/cpb.54.1365,DP00408,C(=CCCC=CCOC1CCC(OC2CCCCO2)C(COC2CCCCO2)O1)CCC=CCCCOC1CCC(OC2CCCCO2)CO1
TPCN02509,Rcndcinins C,'1802645-60-8',CC1CCC2(O)C(CC(O)C2(C)C)C(=O)C1(C)CCC1=CC(=O)OC1,Diterpenoids,0.755,6.8,0.000901,Aerial parts,Verbenaceae,Callicarpa randaiensis,"J Nat Prod 78, 1823-1828 (2015).",10.1021/acs.jnatprod.5b00012,DP00409,O=C1C=C(CCC2CCCC3CCCC3C2=O)CO1
TPCN02510,,'1309362-26-2',CC(=O)C=C1C2CC(COC(C)=O)=CC3C4C(C)(C)C4(OC(=O)C(C)C(C)C)CC(C)C13OC2=O,Diterpenoids,2.0,18.0,0.0009,Aerial parts,Lamiaceae,Euphorbia macroclada,"Fitoterapia 81, 884-890 (2010).",10.1016/j.fitote.2010.05.015,DP00410,C=C1C2CC=CC3C4CC4CCC13OC2=O
TPCN02511,Rosmaquinone A,'864933-99-3',COC1C2=C(C(=O)C(=O)C(C(C)C)=C2)C23CCCC(C)(C)C2C1OC3=O,Diterpenoids,1.0,9.0,0.0009,Aerial parts,Lamiaceae,Rosmarinus officinalis,"Phytochemistry 66, 1685-1690 (2005).",10.1016/j.phytochem.2005.04.041,DP00411,O=C1C=CC2=C(C1=O)C13CCCCC1C(C2)OC3=O
TPCN02512,Circinasine F,'939972-80-2',CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)CC(O)(C(CC23O)C14)C5C6O,Diterpenoids,4.0,36.0,0.0009,Roots,Ranunculaceae,Aconitum hemsleyanum,"J Nat Prod 70, 876-879 (2007).",10.1021/np0700117,DP00412,C1CC2CNC3C4CC2C3(C1)C1CC2CCC4C1C2
TPCN02513,Lasiokaurin,'28957-08-6',C=C1C(=O)C23C(O)C1CCC2C12COC3(O)C(O)C1C(C)(C)CCC2OC(C)=O,Diterpenoids,9.5,85.3,0.000898,Leaves,Lamiaceae,Isodon japonica,"Nat Prod Res 27, 1388-1392 (2013).",10.1080/14786419.2012.746339,DP00414,C=C1C(=O)C23CC1CCC2C12CCCCC1CC3OC2
TPCN02514,"8,11,13-cleistanthatrien-7-one",'88399-24-0',CCc1c(C)ccc2c1C(=O)CC1C(C)(C)CCCC21C,Diterpenoids,1.9,17.0,0.000895,Whole plants,Velloziaceae,Vellozia compacta,"Phytochemistry 53, 917-919 (2000).",10.1016/s0031-9422(99)00579-8,DP00415,O=C1CC2CCCCC2c2ccccc21
TPCN02515,Circinasine D,'939972-78-8',CCN1CC2(COC)CCC(OC)C34C5CC6C(O)CC(O)(C(CC23O)C14)C5C6OC(=O)c1ccc(OC)cc1,Diterpenoids,4.0,35.0,0.000875,Roots,Ranunculaceae,Aconitum hemsleyanum,"J Nat Prod 70, 876-879 (2007).",10.1021/np0700117,DP00416,O=C(OC1C2CCC3C4CC5C6CCCC5(C(C2)C31)C4NC6)c1ccccc1
TPCN02516,"Ent-16α-hydroxy-atisane-3,4-lactone",'1118748-10-9',CC1(O)CC23CCC1CC2C1(C)CCC(=O)OC(C)(C)C1CC3,Diterpenoids,2.1,18.0,0.000857,Barks,Euphorbiaceae,Excoecaria agallocha,"Molecules 14, 414-422 (2009).",10.3390/molecules14010414,DP00417,O=C1CCC2C(CCC34CCC(CC3)CC24)CO1
TPCN02517,"(2E,10E)-1,12-dihydroxy-18-acetoxy-3,7,15-trimethylhexadeca- 2,10,14-triene",'230975-31-2',CC(=O)OCC(=CCCC(C)CCCC(C)=CCO)C(O)CC=C(C)C,Diterpenoids,3.5,30.0,0.000857,Aerial parts,Myristicaceae,Carpesium divaricatum,"Arch Pharm Res 22, 225-227 (1999).",10.1007/bf02976551,DP00418,
TPCN02518,Pierisjaponosides A,'449750-16-7',CC1(C(=O)OC2OC(CO)C(O)C(O)C2O)CCCC2(C)C3CCC4CC3(CCC12)CC4(O)CO,Diterpenoids,1.75,15.0,0.000857,Leaves,Araliaceae,Cussonia racemosa,"Chem Pharm Bull (Tokyo) 50, 268-271 (2002).",10.1248/cpb.50.268,DP00420,O=C(OC1CCCCO1)C1CCCC2C1CCC13CCC(CCC21)C3
TPCN02519,Isopimara-7-en-18-oic acid,'5835-26-7',C=CC1(C)CCC2C(=CCC3C(C)(C(=O)O)CCCC23C)C1,Diterpenoids,1.0,8.5,0.00085,Woods,Pinaceae,Pinus armandii,"J Asian Nat Prod Res 7, 259-264 (2005).",10.1080/10286020410001690163,DP00421,C1=C2CCCCC2C2CCCCC2C1
TPCN02520,Sageone,'142546-15-4',CC(C)c1cc2c(c(O)c1O)C1=C(CC2)C(C)(C)CCC1=O,Diterpenoids,2.0,16.8,0.00084,Whole plants,Lamiaceae,Rosmarinus officinalis,"Phytomedicine 23, 1671-1679 (2016).",10.1016/j.phymed.2016.09.008,DP00422,O=C1CCCC2=C1c1ccccc1CC2
TPCN02521,0,'143062-69-5',CC1=CC2(O)C(=O)C(C)CC3C(CCC(C)(O)C=C2C1=O)C3(C)C,Diterpenoids,1.0,8.4,0.00084,Barks,Euphorbiaceae,Jatropha curcas,"Org Lett 13, 316-319 (2011).",10.1021/ol102802u,DP00423,O=C1C=CC2C(=O)CCC3CC3CCCC=C12
TPCN02522,Erigerol,'87462-32-6',CC(C)=CC(=O)OCCC1(C)CCC2(O1)C1(C)OC1C(O)C1C(C)(C)CCC(O)C12C,Diterpenoids,5.3,44.5,0.00084,Aerial parts,Asteraceae,Erigeron annuus,"Chem Pharm Bull (Tokyo) 51, 545-549 (2003).",10.1248/cpb.51.545,DP00424,C1CCC2C(C1)CC1OC1C21CCCO1
TPCN02523,Pisumoside A,'333334-42-2',CC1(C(=O)OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)CCCC2(C)C1C(O)C(O)C13CC(COC4OC(CO)C(O)C(O)C4O)C(O)(CCC21)C3,Diterpenoids,4.8,40.0,0.000833,Seeds,Fabaceae,Pisum sativum,"Chem Pharm Bull (Tokyo) 49, 73-77 (2001).",10.1248/cpb.49.73,DP00425,O=C(OC1OCCCC1OC1CCCCO1)C1CCCC2C1CCC13CC(CCC21)C(COC1CCCCO1)C3
TPCN02524,2,'762292-27-3',CC1(CO)CC(O)CC2(C)C3CC4OCC(O)C4(C)C=C3CCC12,Diterpenoids,3.0,25.0,0.000833,Aerial parts,Asteraceae,Siegesbeckia orientalis,"J Nat Prod 67, 1517-1521 (2004).",10.1021/np0400407,DP00426,C1=C2CCC3CCCCC3C2CC2OCCC12
TPCN02525,"3-Pyridinecarboxylic acid, [(1S,1aS,3S,3aS,4R,4aR,5S,6S,7aR,9R,9aR,9bS)-3-(acetyloxy)-4-(benzoyloxy)tetradecahydro-7a,9-dihydroxy-1,3a,6,9-tetramethyl-8-oxo-5-[(3-pyridinylcarbonyl)oxy]-1H-cyclopropa[3,4]benz[1,2-f]azulen-1-yl]methyl ester",'213920-27-5',CC(=O)OC1CC2C(C3C(C)(O)C(=O)C4(O)CC(C)C(OC(=O)c5cccnc5)C4C(OC(=O)c4ccccc4)C13C)C2(C)COC(=O)c1cccnc1,Diterpenoids,1.45,12.0,0.000828,Whole plants,Euphorbiaceae,Euphorbia seguieriana,"J Nat Prod 61, 1198-1201 (1998).",10.1021/np970559l,DP00427,O=C(OCC1C2CCC3C(CC(=O)C4CCC(OC(=O)c5cccnc5)C4C3OC(=O)c3ccccc3)C21)c1cccnc1
